datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,db17,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,159656.04,tpch,100
delta,spark,db18,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,158792.21,tpch,100
delta,spark,db19,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,110705.48,tpch,100
delta,spark,db2,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,46285.35,tpch,100
delta,spark,db20,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,111193.15,tpch,100
delta,spark,db21,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,257694.22,tpch,100
delta,spark,db22,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,28139.76,tpch,100
delta,spark,db3,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,143978.47,tpch,100
delta,spark,db4,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,120279.55,tpch,100
delta,spark,db5,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,173293.64,tpch,100
delta,spark,db6,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,74629.96,tpch,100
delta,spark,db7,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,267399.57,tpch,100
delta,spark,db8,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,156913.02,tpch,100
delta,spark,db9,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,399939.47,tpch,100
