datalake,engine,query name,conf,latency,benchmark,sf
hudi,presto,db20,12.0; 267.5; 120.4; 9.0; 33.4; 2071.3; 1020.6,24135.60,tpch,100
hudi,presto,db4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,107695.4,tpch,100
hudi,presto,db5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,13550.56,tpch,100
hudi,presto,db6,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,13370.42,tpch,100
hudi,presto,db7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,13480.19,tpch,100
hudi,presto,db8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,77328.81,tpch,100
hudi,presto,db9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,12485.45,tpch,100
hudi,presto,db1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,16466.09,tpch,100
hudi,presto,db10,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,71643.64,tpch,100
hudi,presto,db11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,84019.95,tpch,100
hudi,presto,db12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,68881.49,tpch,100
hudi,presto,db13,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,71731.25,tpch,100
hudi,presto,db14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,31613.35,tpch,100
hudi,presto,db15,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,73437.16,tpch,100
hudi,presto,db16,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,14088.46,tpch,100
hudi,presto,db17,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,85721.42,tpch,100
hudi,presto,db18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,86430.62,tpch,100
hudi,presto,db19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,79976.66,tpch,100
hudi,presto,db2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,13480.44,tpch,100
hudi,presto,db20,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,56401.46,tpch,100
hudi,presto,db21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,122176.94,tpch,100
hudi,presto,db22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,24695.3,tpch,100
hudi,presto,db3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,14349.26,tpch,100
hudi,presto,db4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,56738.14,tpch,100
hudi,presto,db5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,14273.11,tpch,100
hudi,presto,db6,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,17406.51,tpch,100
hudi,presto,db7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,12662.63,tpch,100
hudi,presto,db8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,12434.43,tpch,100
hudi,presto,db9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,13631.57,tpch,100
hudi,presto,db1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,36033.96,tpch,100
hudi,presto,db10,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,10611.55,tpch,100
hudi,presto,db11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,18674.63,tpch,100
hudi,presto,db12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,60702.12,tpch,100
hudi,presto,db13,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,9468.12,tpch,100
hudi,presto,db14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,78342.26,tpch,100
hudi,presto,db15,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,22462.12,tpch,100
hudi,presto,db16,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,20472.11,tpch,100
hudi,presto,db17,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,24076.04,tpch,100
hudi,presto,db18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,60356.46,tpch,100
hudi,presto,db19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,10783.5,tpch,100
hudi,presto,db2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,14532.03,tpch,100
hudi,presto,db20,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,21927.36,tpch,100
hudi,presto,db21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,27660.8,tpch,100
hudi,presto,db22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,92562.73,tpch,100
hudi,presto,db3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,76191.72,tpch,100
hudi,presto,db4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,45779.11,tpch,100
hudi,presto,db5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,47756.26,tpch,100
hudi,presto,db6,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,13638.13,tpch,100
hudi,presto,db7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,76867.87,tpch,100
hudi,presto,db8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,63841.1,tpch,100
hudi,presto,db9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,37203.25,tpch,100
hudi,presto,db1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,11333.33,tpch,100
hudi,presto,db10,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,60071.85,tpch,100
hudi,presto,db11,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,77179.25,tpch,100
hudi,presto,db12,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,10710.19,tpch,100
hudi,presto,db13,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,70994.92,tpch,100
hudi,presto,db14,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,10353.12,tpch,100
hudi,presto,db15,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,78846.2,tpch,100
hudi,presto,db16,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,80312.17,tpch,100
hudi,presto,db17,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,22593.37,tpch,100
hudi,presto,db18,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,84994.0,tpch,100
hudi,presto,db19,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,80447.23,tpch,100
hudi,presto,db2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,30370.57,tpch,100
hudi,presto,db20,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,112474.34,tpch,100
hudi,presto,db21,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,115582.72,tpch,100
hudi,presto,db22,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,19069.02,tpch,100
hudi,presto,db3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,14043.14,tpch,100
hudi,presto,db4,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,113691.44,tpch,100
hudi,presto,db5,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,13854.33,tpch,100
hudi,presto,db6,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,99172.88,tpch,100
hudi,presto,db7,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,13481.95,tpch,100
hudi,presto,db8,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,12428.57,tpch,100
hudi,presto,db9,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,22008.18,tpch,100
hudi,presto,db1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,66548.14,tpch,100
hudi,presto,db10,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,29612.57,tpch,100
hudi,presto,db11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,10921.84,tpch,100
hudi,presto,db12,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,10021.14,tpch,100
hudi,presto,db13,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,72574.79,tpch,100
hudi,presto,db14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,11746.47,tpch,100
hudi,presto,db15,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,10977.33,tpch,100
hudi,presto,db16,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,23737.8,tpch,100
hudi,presto,db17,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,23751.2,tpch,100
hudi,presto,db18,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,11805.48,tpch,100
hudi,presto,db19,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,11942.52,tpch,100
hudi,presto,db2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,106859.2,tpch,100
hudi,presto,db20,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,15991.66,tpch,100
hudi,presto,db21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,16131.54,tpch,100
hudi,presto,db22,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,13487.84,tpch,100
hudi,presto,db3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,56941.44,tpch,100
hudi,presto,db4,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,15188.52,tpch,100
hudi,presto,db5,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,94336.12,tpch,100
hudi,presto,db6,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,99588.92,tpch,100
hudi,presto,db7,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,100162.58,tpch,100
hudi,presto,db8,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,64679.45,tpch,100
hudi,presto,db9,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,41491.43,tpch,100
hudi,presto,db1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,28972.64,tpch,100
hudi,presto,db10,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,18891.01,tpch,100
hudi,presto,db11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,27104.67,tpch,100
hudi,presto,db12,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,32582.05,tpch,100
hudi,presto,db13,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,10318.96,tpch,100
hudi,presto,db14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,52906.65,tpch,100
hudi,presto,db15,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,28369.47,tpch,100
hudi,presto,db16,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,23311.02,tpch,100
hudi,presto,db17,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,21832.88,tpch,100
hudi,presto,db18,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,29568.84,tpch,100
hudi,presto,db19,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,23151.94,tpch,100
hudi,presto,db2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,18931.62,tpch,100
hudi,presto,db20,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,37487.34,tpch,100
hudi,presto,db21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,31694.95,tpch,100
hudi,presto,db22,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,37879.41,tpch,100
hudi,presto,db3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,46837.51,tpch,100
hudi,presto,db4,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,33301.1,tpch,100
hudi,presto,db5,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,39724.29,tpch,100
hudi,presto,db6,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,29554.98,tpch,100
hudi,presto,db7,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,35954.99,tpch,100
hudi,presto,db8,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,25321.65,tpch,100
hudi,presto,db9,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,43877.23,tpch,100
hudi,presto,db1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,21853.17,tpch,100
hudi,presto,db10,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,15949.39,tpch,100
hudi,presto,db11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,11618.57,tpch,100
hudi,presto,db12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,9383.07,tpch,100
hudi,presto,db13,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,74476.97,tpch,100
hudi,presto,db14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,10196.45,tpch,100
hudi,presto,db15,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,18509.2,tpch,100
