datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,db13,17.1;251.4;21.2;16.5;16.0;16.2,15554.36,tpch,100
delta,trino,db10,18;256;20;18;16;16,161046.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,28362.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,79435.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,34384.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,83077.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,139655.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,23799.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,93712.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,114046.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,56955.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,27211.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,52202.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,39083.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,79129.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,35888.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,183580.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,54115.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,115502.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,139184.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,399089.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,64444.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,161046.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,28362.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,79435.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,34384.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,83077.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,139655.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,23799.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,93712.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,114046.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,56955.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,27211.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,52202.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,39083.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,79129.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,35888.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,183580.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,54115.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,115502.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,139184.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,399089.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,44454.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,163980.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,23391.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,55318.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,43622.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,70408.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,91662.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,13606.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,65530.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,75333.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,40790.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,21261.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,50752.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,24538.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,64936.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,39371.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,32018.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,70781.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,74113.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,255702.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,44454.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,163980.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,23391.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,55318.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,43622.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,70408.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,91662.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,13606.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,65530.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,75333.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,40790.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,21261.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,50752.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,24538.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,64936.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,39371.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,32018.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,70781.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,74113.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,255702.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,44454.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,163980.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,23391.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,55318.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,43622.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,70408.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,91662.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,13606.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,65530.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,75333.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,40790.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,21261.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,50752.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,24538.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,64936.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,39371.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,32018.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,70781.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,74113.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,255702.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,38921.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,130652.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,20438.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,49388.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,34344.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,54003.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,72956.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,12776.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,62691.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,88105.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,35847.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,19182.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,44112.0,tpch,100
delta,trino,db21,18;256;20;18;16;16,124202.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,21286.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,65617.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,37609.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,184071.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,38224.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,70985.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,64869.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,320528.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,38921.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,130652.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,20438.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,49388.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,34344.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,54003.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,72956.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,12776.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,62691.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,88105.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,35847.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,19182.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,44112.0,tpch,100
delta,trino,db21,18;256;20;18;16;16,124202.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,21286.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,65617.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,37609.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,184071.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,38224.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,70985.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,64869.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,320528.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,38921.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,130652.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,20438.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,49388.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,34344.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,54003.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,72956.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,12776.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,62691.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,88105.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,35847.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,19182.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,44112.0,tpch,100
delta,trino,db21,18;256;20;18;16;16,124202.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,21286.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,65617.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,37609.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,184071.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,38224.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,70985.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,64869.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,320528.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,37581.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,185757.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,37899.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,63335.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,43570.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,79625.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,86155.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,18239.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,63160.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,55703.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,34721.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,21677.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,54755.0,tpch,100
delta,trino,db21,18;256;20;18;16;16,124135.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,29166.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,66390.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,28362.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,215662.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,42288.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,81166.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,81036.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,322712.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,37581.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,185757.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,37899.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,63335.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,43570.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,79625.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,86155.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,18239.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,63160.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,55703.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,34721.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,21677.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,54755.0,tpch,100
delta,trino,db21,18;256;20;18;16;16,124135.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,29166.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,66390.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,28362.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,215662.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,42288.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,81166.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,81036.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,322712.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,37581.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,185757.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,37899.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,63335.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,43570.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,79625.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,86155.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,18239.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,63160.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,55703.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,34721.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,21677.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,54755.0,tpch,100
delta,trino,db21,18;256;20;18;16;16,124135.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,29166.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,66390.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,28362.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,215662.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,42288.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,81166.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,81036.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,322712.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,35950.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,114161.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,15880.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,53422.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,29060.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,48465.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,63598.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,13529.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,59853.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,93254.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,28952.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,19408.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,45868.0,tpch,100
delta,trino,db21,18;256;20;18;16;16,116916.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,20498.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,55759.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,25933.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,155770.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,26688.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,63393.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,53280.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,187894.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,35950.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,114161.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,15880.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,53422.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,29060.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,48465.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,63598.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,13529.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,59853.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,93254.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,28952.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,19408.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,45868.0,tpch,100
delta,trino,db21,18;256;20;18;16;16,116916.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,20498.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,55759.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,25933.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,155770.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,26688.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,63393.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,53280.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,187894.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,35950.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,114161.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,15880.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,53422.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,29060.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,48465.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,63598.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,13529.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,59853.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,93254.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,28952.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,19408.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,45868.0,tpch,100
delta,trino,db21,18;256;20;18;16;16,116916.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,20498.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,55759.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,25933.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,155770.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,26688.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,63393.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,53280.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,187894.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,32301.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,131639.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,17670.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,42338.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,29820.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,39772.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,54192.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,14361.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,50491.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,83887.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,27403.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,15585.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,41462.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,16506.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,47768.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,21168.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,114066.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,28883.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,69421.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,53403.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,258122.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,32301.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,131639.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,17670.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,42338.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,29820.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,39772.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,54192.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,14361.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,50491.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,83887.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,27403.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,15585.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,41462.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,16506.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,47768.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,21168.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,114066.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,28883.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,69421.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,53403.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,258122.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,32301.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,131639.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,17670.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,42338.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,29820.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,39772.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,54192.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,14361.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,50491.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,83887.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,27403.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,15585.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,41462.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,16506.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,47768.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,21168.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,114066.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,28883.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,69421.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,53403.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,258122.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,24086.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,107038.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,17371.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,42562.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,29677.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,36381.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,55223.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,13326.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,57747.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,87331.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,29917.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,16809.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,38876.0,tpch,100
delta,trino,db21,18;256;20;18;16;16,113966.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,16875.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,48504.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,26763.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,151663.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,25725.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,70352.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,56071.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,217256.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,24086.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,107038.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,17371.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,42562.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,29677.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,36381.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,55223.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,13326.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,57747.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,87331.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,29917.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,16809.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,38876.0,tpch,100
delta,trino,db21,18;256;20;18;16;16,113966.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,16875.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,48504.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,26763.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,151663.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,25725.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,70352.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,56071.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,217256.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,24086.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,107038.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,17371.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,42562.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,29677.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,36381.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,55223.0,tpch,100
delta,trino,db16,18;256;20;18;16;16,13326.0,tpch,100
delta,trino,db17,18;256;20;18;16;16,57747.0,tpch,100
delta,trino,db18,18;256;20;18;16;16,87331.0,tpch,100
delta,trino,db19,18;256;20;18;16;16,29917.0,tpch,100
delta,trino,db2,18;256;20;18;16;16,16809.0,tpch,100
delta,trino,db20,18;256;20;18;16;16,38876.0,tpch,100
delta,trino,db21,18;256;20;18;16;16,113966.0,tpch,100
delta,trino,db22,18;256;20;18;16;16,16875.0,tpch,100
delta,trino,db3,18;256;20;18;16;16,48504.0,tpch,100
delta,trino,db4,18;256;20;18;16;16,26763.0,tpch,100
delta,trino,db5,18;256;20;18;16;16,151663.0,tpch,100
delta,trino,db6,18;256;20;18;16;16,25725.0,tpch,100
delta,trino,db7,18;256;20;18;16;16,70352.0,tpch,100
delta,trino,db8,18;256;20;18;16;16,56071.0,tpch,100
delta,trino,db9,18;256;20;18;16;16,217256.0,tpch,100
delta,trino,db1,18;256;20;18;16;16,25393.0,tpch,100
delta,trino,db10,18;256;20;18;16;16,88695.0,tpch,100
delta,trino,db11,18;256;20;18;16;16,16863.0,tpch,100
delta,trino,db12,18;256;20;18;16;16,45916.0,tpch,100
delta,trino,db13,18;256;20;18;16;16,31407.0,tpch,100
delta,trino,db14,18;256;20;18;16;16,33282.0,tpch,100
delta,trino,db15,18;256;20;18;16;16,51163.0,tpch,100
