datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,syn_q5,14.8;62.3;52.4;149.9|181.2;19.2;37.2,1741.03,ssb,100
delta,trino,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,13043.13,ssb,100
delta,trino,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,2373.52,ssb,100
delta,trino,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,11291.54,ssb,100
delta,trino,q1_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,17599.66,ssb,100
delta,trino,q1_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,4896.7,ssb,100
delta,trino,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,8190.13,ssb,100
delta,trino,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,2547.22,ssb,100
delta,trino,q2_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,18500.55,ssb,100
delta,trino,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,18447.9,ssb,100
delta,trino,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,18967.31,ssb,100
delta,trino,q3_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,2417.84,ssb,100
delta,trino,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,19349.66,ssb,100
delta,trino,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,6284.75,ssb,100
delta,trino,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,18730.2,ssb,100
delta,trino,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,3160.13,ssb,100
delta,trino,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,8701.61,ssb,100
delta,trino,q1_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,19502.37,ssb,100
delta,trino,q1_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,13039.58,ssb,100
delta,trino,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,2549.43,ssb,100
delta,trino,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,2469.49,ssb,100
delta,trino,q2_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,2501.73,ssb,100
delta,trino,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,2446.09,ssb,100
delta,trino,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,19241.01,ssb,100
delta,trino,q3_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,16710.82,ssb,100
delta,trino,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,18754.89,ssb,100
delta,trino,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,3926.8,ssb,100
delta,trino,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,3852.86,ssb,100
delta,trino,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,2608.47,ssb,100
delta,trino,q1_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,19707.94,ssb,100
delta,trino,q1_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,17833.8,ssb,100
delta,trino,q1_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,2528.91,ssb,100
delta,trino,q2_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,19282.35,ssb,100
delta,trino,q2_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,3339.26,ssb,100
delta,trino,q2_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,2540.25,ssb,100
delta,trino,q3_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,2468.44,ssb,100
delta,trino,q3_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,16596.96,ssb,100
delta,trino,q3_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,18055.57,ssb,100
delta,trino,q3_4,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,9184.36,ssb,100
delta,trino,q4_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,6778.97,ssb,100
delta,trino,q4_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,7816.94,ssb,100
delta,trino,q4_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,2389.49,ssb,100
delta,trino,q1_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2661.75,ssb,100
delta,trino,q1_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2387.11,ssb,100
delta,trino,q1_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,19466.97,ssb,100
delta,trino,q2_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2488.11,ssb,100
delta,trino,q2_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,18044.71,ssb,100
delta,trino,q2_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4830.78,ssb,100
delta,trino,q3_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2413.37,ssb,100
delta,trino,q3_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2450.7,ssb,100
delta,trino,q3_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,16187.04,ssb,100
delta,trino,q3_4,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2536.54,ssb,100
delta,trino,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2542.44,ssb,100
delta,trino,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3776.64,ssb,100
delta,trino,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4305.95,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,4558.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1158.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,555.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,7115.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,721.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,522.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,7549.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,5899.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,1105.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,476.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,1667.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,641.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,724.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,4558.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1158.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,555.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,7115.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,721.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,522.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,7549.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,5899.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,1105.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,476.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,1667.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,641.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,724.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,4558.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1158.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,555.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,7115.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,721.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,522.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,7549.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,5899.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,1105.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,476.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,1667.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,641.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,724.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,942.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1116.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1041.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,1575.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,590.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,454.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,826.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,754.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,558.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,601.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,1147.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,23158.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,658.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,942.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1116.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1041.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,1575.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,590.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,454.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,826.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,754.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,558.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,601.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,1147.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,23158.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,658.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,942.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1116.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1041.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,1575.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,590.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,454.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,826.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,754.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,558.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,601.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,1147.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,23158.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,658.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,1689.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1236.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1164.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,905.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,696.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,441.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,785.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,586.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,485.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,459.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,649.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,537.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,550.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,1689.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1236.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1164.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,905.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,696.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,441.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,785.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,586.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,485.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,459.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,649.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,537.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,550.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,1689.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1236.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1164.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,905.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,696.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,441.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,785.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,586.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,485.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,459.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,649.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,537.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,550.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,1018.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,442.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1201.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,1591.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,1209.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,415.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,662.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,682.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,454.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,454.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,603.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,517.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,523.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,1018.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,442.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1201.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,1591.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,1209.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,415.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,662.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,682.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,454.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,454.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,603.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,517.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,523.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,1018.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,442.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1201.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,1591.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,1209.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,415.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,662.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,682.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,454.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,454.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,603.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,517.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,523.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,1448.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1239.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1081.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,848.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,573.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,490.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,838.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,671.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,697.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,676.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,1098.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,1216.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,489.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,1448.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1239.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1081.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,848.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,573.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,490.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,838.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,671.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,697.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,676.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,1098.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,1216.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,489.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,1448.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1239.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1081.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,848.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,573.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,490.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,838.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,671.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,697.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,676.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,1098.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,1216.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,489.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,1639.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1123.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1132.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,695.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,580.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,569.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,625.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,578.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,448.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,389.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,639.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,526.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,591.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,1639.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1123.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1132.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,695.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,580.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,569.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,625.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,578.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,448.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,389.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,639.0,ssb,100
delta,trino,q4_2,18;256;20;18;16;16,526.0,ssb,100
delta,trino,q4_3,18;256;20;18;16;16,591.0,ssb,100
delta,trino,q1_1,18;256;20;18;16;16,1639.0,ssb,100
delta,trino,q1_2,18;256;20;18;16;16,1123.0,ssb,100
delta,trino,q1_3,18;256;20;18;16;16,1132.0,ssb,100
delta,trino,q2_1,18;256;20;18;16;16,695.0,ssb,100
delta,trino,q2_2,18;256;20;18;16;16,580.0,ssb,100
delta,trino,q2_3,18;256;20;18;16;16,569.0,ssb,100
delta,trino,q3_1,18;256;20;18;16;16,625.0,ssb,100
delta,trino,q3_2,18;256;20;18;16;16,578.0,ssb,100
delta,trino,q3_3,18;256;20;18;16;16,448.0,ssb,100
delta,trino,q3_4,18;256;20;18;16;16,389.0,ssb,100
delta,trino,q4_1,18;256;20;18;16;16,639.0,ssb,100
