datalake,engine,query name,conf,latency,benchmark,sf
iceberg,spark,ssb_flat_q_01,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,11980.41,ssb-flat,10
iceberg,spark,ssb_flat_q_08,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2698.1,ssb-flat,10
iceberg,spark,ssb_flat_q_11,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6795.01,ssb-flat,10
iceberg,spark,ssb_flat_q_12,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1781.79,ssb-flat,10
iceberg,spark,ssb_flat_q_14,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,8821.21,ssb-flat,10
iceberg,spark,ssb_flat_q_21,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,7943.79,ssb-flat,10
iceberg,spark,ssb_flat_q_22,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,5323.11,ssb-flat,10
iceberg,spark,ssb_flat_q_25,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1791.52,ssb-flat,10
iceberg,spark,ssb_flat_q_26,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2260.66,ssb-flat,10
iceberg,spark,ssb_flat_q_27,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,13823.15,ssb-flat,10
iceberg,spark,ssb_flat_queries,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6906.24,ssb-flat,10
iceberg,spark,ssb_flat_q_01,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3425.67,ssb-flat,10
iceberg,spark,ssb_flat_q_02,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,8715.88,ssb-flat,10
iceberg,spark,ssb_flat_q_03,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2384.22,ssb-flat,10
iceberg,spark,ssb_flat_q_04,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,12162.16,ssb-flat,10
iceberg,spark,ssb_flat_q_06,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,13720.92,ssb-flat,10
iceberg,spark,ssb_flat_q_07,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,7663.7,ssb-flat,10
iceberg,spark,ssb_flat_q_08,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,4027.9,ssb-flat,10
iceberg,spark,ssb_flat_q_11,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3166.34,ssb-flat,10
iceberg,spark,ssb_flat_q_12,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1938.01,ssb-flat,10
iceberg,spark,ssb_flat_q_14,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3826.89,ssb-flat,10
iceberg,spark,ssb_flat_q_21,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,9615.25,ssb-flat,10
iceberg,spark,ssb_flat_q_22,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3578.44,ssb-flat,10
iceberg,spark,ssb_flat_q_25,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,13842.63,ssb-flat,10
iceberg,spark,ssb_flat_q_26,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1946.42,ssb-flat,10
iceberg,spark,ssb_flat_q_27,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2619.46,ssb-flat,10
iceberg,spark,ssb_flat_queries,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,9929.2,ssb-flat,10
iceberg,spark,ssb_flat_q_01,64.0;18.0;26.0;64.0;18.0;26.0;1;1;0,6324.910463408998,ssb-flat,10
iceberg,spark,ssb_flat_q_01,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,6447.446943991543,ssb-flat,10
iceberg,spark,ssb_flat_q_01,64.0;18.0;26.0;64.0;116.0;549.0;1;1;0,3972.4623115196264,ssb-flat,10
iceberg,spark,ssb_flat_q_01,72.0;21.0;17.0;72.0;21.0;17.0;0;0;1,4605.3262536943475,ssb-flat,10
iceberg,spark,ssb_flat_q_01,72.0;21.0;17.0;32.0;25.0;290.0;0;0;1,2383.478589991003,ssb-flat,10
iceberg,spark,ssb_flat_q_02,132.0;27.0;27.0;8.0;12.0;553.0;0;0;1,8099.5454203150275,ssb-flat,10
iceberg,spark,ssb_flat_q_02,64.0;18.0;26.0;64.0;18.0;26.0;1;0;1,3158.6639420775255,ssb-flat,10
iceberg,spark,ssb_flat_q_02,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,1532.7879906047804,ssb-flat,10
iceberg,spark,ssb_flat_q_02,72.0;21.0;17.0;32.0;25.0;290.0;1;1;1,3527.96351981943,ssb-flat,10
iceberg,spark,ssb_flat_q_03,64.0;18.0;26.0;64.0;18.0;26.0;1;0;1,9587.188059607557,ssb-flat,10
iceberg,spark,ssb_flat_q_03,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,11534.961952928115,ssb-flat,10
iceberg,spark,ssb_flat_q_03,72.0;21.0;17.0;32.0;25.0;290.0;1;1;1,7678.451871952694,ssb-flat,10
iceberg,spark,ssb_flat_q_04,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,1303.5859617758088,ssb-flat,10
iceberg,spark,ssb_flat_q_04,64.0;18.0;26.0;64.0;116.0;549.0;0;1;0,1578.7837645548111,ssb-flat,10
iceberg,spark,ssb_flat_q_05,8.0;12.0;553.0;132.0;27.0;27.0;1;0;1,837.4792004419091,ssb-flat,10
iceberg,spark,ssb_flat_q_05,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,1392.554075761404,ssb-flat,10
iceberg,spark,ssb_flat_q_05,64.0;18.0;26.0;64.0;116.0;549.0;0;1;0,508.52535376994706,ssb-flat,10
iceberg,spark,ssb_flat_q_06,132.0;27.0;27.0;132.0;27.0;27.0;0;1;0,4092.2150007996843,ssb-flat,10
iceberg,spark,ssb_flat_q_06,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,1912.1756205143993,ssb-flat,10
iceberg,spark,ssb_flat_q_06,64.0;18.0;26.0;64.0;116.0;549.0;0;1;0,1866.0649377310901,ssb-flat,10
iceberg,spark,ssb_flat_q_07,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,7696.945582563702,ssb-flat,10
iceberg,spark,ssb_flat_q_07,64.0;18.0;26.0;64.0;116.0;549.0;0;1;0,4631.085136960954,ssb-flat,10
iceberg,spark,ssb_flat_q_07,72.0;21.0;17.0;72.0;21.0;17.0;0;0;1,6079.268504273074,ssb-flat,10
iceberg,spark,ssb_flat_q_08,132.0;27.0;27.0;132.0;27.0;27.0;0;1;0,4364.0864106964655,ssb-flat,10
iceberg,spark,ssb_flat_q_08,64.0;18.0;26.0;64.0;18.0;26.0;1;1;0,1438.8217232690351,ssb-flat,10
iceberg,spark,ssb_flat_q_08,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,2107.6269883003934,ssb-flat,10
iceberg,spark,ssb_flat_q_09,132.0;27.0;27.0;8.0;12.0;553.0;0;0;1,743.5145252105444,ssb-flat,10
iceberg,spark,ssb_flat_q_09,64.0;18.0;26.0;64.0;116.0;549.0;0;1;0,333.1356391425029,ssb-flat,10
iceberg,spark,ssb_flat_q_09,64.0;18.0;26.0;64.0;18.0;26.0;1;0;1,371.5047008707349,ssb-flat,10
iceberg,spark,ssb_flat_q_10,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,2380.019458930328,ssb-flat,10
iceberg,spark,ssb_flat_q_10,64.0;18.0;26.0;64.0;116.0;549.0;0;1;0,3134.084441734136,ssb-flat,10
iceberg,spark,ssb_flat_q_11,8.0;12.0;553.0;132.0;27.0;27.0;1;0;1,5104.715832397061,ssb-flat,10
iceberg,spark,ssb_flat_q_11,132.0;27.0;27.0;8.0;12.0;553.0;0;0;1,2255.346990815529,ssb-flat,10
iceberg,spark,ssb_flat_q_11,64.0;18.0;26.0;64.0;18.0;26.0;1;1;0,1495.6395868994857,ssb-flat,10
iceberg,spark,ssb_flat_q_12,64.0;18.0;26.0;64.0;18.0;26.0;1;1;0,7115.26024665999,ssb-flat,10
iceberg,spark,ssb_flat_q_12,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,2226.61375198189,ssb-flat,10
iceberg,spark,ssb_flat_q_12,64.0;18.0;26.0;64.0;116.0;549.0;0;1;0,1670.0186934618896,ssb-flat,10
iceberg,spark,ssb_flat_q_13,8.0;12.0;553.0;132.0;27.0;27.0;1;0;1,8593.938204732902,ssb-flat,10
iceberg,spark,ssb_flat_q_13,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,2335.075728133879,ssb-flat,10
iceberg,spark,ssb_flat_q_13,64.0;18.0;26.0;64.0;116.0;549.0;0;1;0,10137.70624817343,ssb-flat,10
iceberg,spark,ssb_flat_q_14,132.0;27.0;27.0;8.0;12.0;553.0;0;0;1,2768.646321793483,ssb-flat,10
iceberg,spark,ssb_flat_q_14,64.0;18.0;26.0;64.0;116.0;549.0;0;1;0,850.9747808907955,ssb-flat,10
iceberg,spark,ssb_flat_q_14,64.0;18.0;26.0;64.0;18.0;26.0;1;0;1,2026.4745903060277,ssb-flat,10
iceberg,spark,ssb_flat_q_14,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,4646.110231400336,ssb-flat,10
iceberg,spark,ssb_flat_q_15,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,2964.348655749255,ssb-flat,10
iceberg,spark,ssb_flat_q_15,64.0;18.0;26.0;64.0;18.0;26.0;1;0;1,728.7746857005354,ssb-flat,10
iceberg,spark,ssb_flat_q_15,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,5022.655414911733,ssb-flat,10
iceberg,spark,ssb_flat_q_16,132.0;27.0;27.0;8.0;12.0;553.0;1;0;1,27725.14518869538,ssb-flat,10
iceberg,spark,ssb_flat_q_16,132.0;27.0;27.0;8.0;12.0;553.0;0;0;1,9390.83335990179,ssb-flat,10
iceberg,spark,ssb_flat_q_16,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,7978.653470359035,ssb-flat,10
iceberg,spark,ssb_flat_q_16,64.0;18.0;26.0;64.0;18.0;26.0;1;0;1,15422.087765901812,ssb-flat,10
iceberg,spark,ssb_flat_q_17,8.0;12.0;553.0;132.0;27.0;27.0;1;0;1,3573.324512194584,ssb-flat,10
iceberg,spark,ssb_flat_q_17,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,692.6724899640243,ssb-flat,10
iceberg,spark,ssb_flat_q_17,64.0;18.0;26.0;64.0;18.0;26.0;1;0;1,1159.3257361564076,ssb-flat,10
iceberg,spark,ssb_flat_q_17,64.0;18.0;26.0;64.0;116.0;549.0;1;1;0,1201.289673518554,ssb-flat,10
iceberg,spark,ssb_flat_q_18,132.0;27.0;27.0;132.0;27.0;27.0;0;1;0,7192.560366782218,ssb-flat,10
iceberg,spark,ssb_flat_q_18,64.0;18.0;26.0;64.0;18.0;26.0;1;1;0,1493.3454526626772,ssb-flat,10
iceberg,spark,ssb_flat_q_18,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,1288.8405770671106,ssb-flat,10
iceberg,spark,ssb_flat_q_19,132.0;27.0;27.0;132.0;27.0;27.0;0;1;0,2865.5277274621894,ssb-flat,10
iceberg,spark,ssb_flat_q_19,64.0;18.0;26.0;64.0;18.0;26.0;1;1;0,1257.0827791291724,ssb-flat,10
iceberg,spark,ssb_flat_q_19,64.0;18.0;26.0;64.0;18.0;26.0;1;0;1,3206.1538380435973,ssb-flat,10
iceberg,spark,ssb_flat_q_20,132.0;27.0;27.0;132.0;27.0;27.0;0;1;0,2249.019104777722,ssb-flat,10
iceberg,spark,ssb_flat_q_20,64.0;18.0;26.0;64.0;18.0;26.0;1;1;0,1675.6166058245176,ssb-flat,10
iceberg,spark,ssb_flat_q_20,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,2768.535992674304,ssb-flat,10
iceberg,spark,ssb_flat_q_20,72.0;21.0;17.0;72.0;21.0;17.0;1;1;1,7356.145557111516,ssb-flat,10
iceberg,spark,ssb_flat_q_21,8.0;12.0;553.0;132.0;27.0;27.0;1;0;1,1964.8523728444372,ssb-flat,10
iceberg,spark,ssb_flat_q_21,64.0;18.0;26.0;64.0;116.0;549.0;0;1;0,670.886203362024,ssb-flat,10
iceberg,spark,ssb_flat_q_21,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,532.1086880941989,ssb-flat,10
iceberg,spark,ssb_flat_q_21,72.0;21.0;17.0;72.0;21.0;17.0;1;1;1,1125.115420908739,ssb-flat,10
iceberg,spark,ssb_flat_q_21,72.0;21.0;17.0;72.0;21.0;17.0;0;0;1,2967.665622636537,ssb-flat,10
iceberg,spark,ssb_flat_q_22,8.0;12.0;553.0;132.0;27.0;27.0;0;1;0,1112.9653436758351,ssb-flat,10
iceberg,spark,ssb_flat_q_22,132.0;27.0;27.0;132.0;27.0;27.0;0;1;0,675.3537011341874,ssb-flat,10
iceberg,spark,ssb_flat_q_22,8.0;12.0;553.0;132.0;27.0;27.0;1;0;1,3562.5836748918236,ssb-flat,10
iceberg,spark,ssb_flat_q_22,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,930.0921190420397,ssb-flat,10
iceberg,spark,ssb_flat_q_22,64.0;18.0;26.0;64.0;116.0;549.0;1;1;0,2490.55324639254,ssb-flat,10
iceberg,spark,ssb_flat_q_22,72.0;21.0;17.0;72.0;21.0;17.0;1;1;1,2454.7520849265497,ssb-flat,10
iceberg,spark,ssb_flat_q_22,32.0;25.0;290.0;72.0;21.0;17.0;1;0;0,3199.075667059832,ssb-flat,10
iceberg,spark,ssb_flat_q_23,132.0;27.0;27.0;132.0;27.0;27.0;1;1;1,6841.622739648698,ssb-flat,10
iceberg,spark,ssb_flat_q_23,132.0;27.0;27.0;132.0;27.0;27.0;0;1;0,9160.467330486408,ssb-flat,10
iceberg,spark,ssb_flat_q_23,64.0;18.0;26.0;64.0;18.0;26.0;1;1;0,10277.765997163862,ssb-flat,10
iceberg,spark,ssb_flat_q_23,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,8172.418228391882,ssb-flat,10
iceberg,spark,ssb_flat_q_23,32.0;25.0;290.0;72.0;21.0;17.0;1;0;0,16485.67465066209,ssb-flat,10
iceberg,spark,ssb_flat_q_24,132.0;27.0;27.0;132.0;27.0;27.0;0;1;0,4931.0889736778545,ssb-flat,10
iceberg,spark,ssb_flat_q_24,64.0;18.0;26.0;64.0;18.0;26.0;1;1;0,4102.63994717728,ssb-flat,10
iceberg,spark,ssb_flat_q_24,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,3925.3571258599004,ssb-flat,10
iceberg,spark,ssb_flat_q_24,72.0;21.0;17.0;72.0;21.0;17.0;1;1;1,5752.838565256878,ssb-flat,10
iceberg,spark,ssb_flat_q_25,8.0;12.0;553.0;132.0;27.0;27.0;0;1;0,1296.128834643354,ssb-flat,10
iceberg,spark,ssb_flat_q_25,132.0;27.0;27.0;132.0;27.0;27.0;0;1;0,2063.779946838917,ssb-flat,10
iceberg,spark,ssb_flat_q_25,132.0;27.0;27.0;8.0;12.0;553.0;0;0;1,2230.2230943194245,ssb-flat,10
iceberg,spark,ssb_flat_q_25,64.0;18.0;26.0;64.0;116.0;549.0;0;1;0,1739.1071235274392,ssb-flat,10
iceberg,spark,ssb_flat_q_25,64.0;18.0;26.0;64.0;116.0;549.0;1;1;0,5002.592403886746,ssb-flat,10
iceberg,spark,ssb_flat_q_26,132.0;27.0;27.0;132.0;27.0;27.0;1;1;1,4374.7681429709355,ssb-flat,10
iceberg,spark,ssb_flat_q_26,132.0;27.0;27.0;132.0;27.0;27.0;0;1;0,4401.42988642473,ssb-flat,10
iceberg,spark,ssb_flat_q_26,64.0;18.0;26.0;64.0;18.0;26.0;1;1;0,1244.8481527126849,ssb-flat,10
iceberg,spark,ssb_flat_q_26,64.0;18.0;26.0;64.0;116.0;549.0;0;1;0,1181.433946359657,ssb-flat,10
iceberg,spark,ssb_flat_q_26,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,4731.753115736214,ssb-flat,10
iceberg,spark,ssb_flat_q_27,132.0;27.0;27.0;132.0;27.0;27.0;1;1;1,2585.8054191392416,ssb-flat,10
iceberg,spark,ssb_flat_q_27,8.0;12.0;553.0;132.0;27.0;27.0;0;1;0,1531.8334625488228,ssb-flat,10
iceberg,spark,ssb_flat_q_27,8.0;12.0;553.0;132.0;27.0;27.0;1;0;1,838.0264795825675,ssb-flat,10
iceberg,spark,ssb_flat_q_27,64.0;116.0;549.0;64.0;18.0;26.0;1;0;0,942.9274125621112,ssb-flat,10
iceberg,spark,ssb_flat_q_27,64.0;18.0;26.0;64.0;116.0;549.0;1;1;0,1411.5202323447356,ssb-flat,10
iceberg,spark,ssb_flat_q_27,72.0;21.0;17.0;32.0;25.0;290.0;1;1;1,1873.2821658048565,ssb-flat,10
iceberg,spark,ssb_flat_q_27,72.0;21.0;17.0;72.0;21.0;17.0;0;0;1,1550.9998087182848,ssb-flat,10
iceberg,spark,ssb_flat_queries,132.0;27.0;27.0;132.0;27.0;27.0;1;1;1,363.58303300221706,ssb-flat,10
iceberg,spark,ssb_flat_queries,132.0;27.0;27.0;132.0;27.0;27.0;0;1;0,576.8858921308447,ssb-flat,10
iceberg,spark,ssb_flat_queries,64.0;18.0;26.0;64.0;18.0;26.0;1;1;0,1010.3923083968119,ssb-flat,10
iceberg,spark,ssb_flat_q_01,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,6324.910463408998,ssb-flat,10
iceberg,spark,ssb_flat_q_01,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,6447.446943991543,ssb-flat,10
iceberg,spark,ssb_flat_q_01,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,3972.4623115196264,ssb-flat,10
iceberg,spark,ssb_flat_q_01,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,4605.3262536943475,ssb-flat,10
iceberg,spark,ssb_flat_q_01,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2383.478589991003,ssb-flat,10
iceberg,spark,ssb_flat_q_02,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,8099.5454203150275,ssb-flat,10
iceberg,spark,ssb_flat_q_02,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3158.6639420775255,ssb-flat,10
iceberg,spark,ssb_flat_q_02,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,1532.7879906047804,ssb-flat,10
iceberg,spark,ssb_flat_q_02,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3527.96351981943,ssb-flat,10
iceberg,spark,ssb_flat_q_03,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,9587.188059607557,ssb-flat,10
iceberg,spark,ssb_flat_q_03,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,11534.961952928115,ssb-flat,10
iceberg,spark,ssb_flat_q_03,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,7678.451871952694,ssb-flat,10
iceberg,spark,ssb_flat_q_04,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,1303.5859617758088,ssb-flat,10
iceberg,spark,ssb_flat_q_04,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1578.7837645548111,ssb-flat,10
iceberg,spark,ssb_flat_q_05,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,837.4792004419091,ssb-flat,10
iceberg,spark,ssb_flat_q_05,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,1392.554075761404,ssb-flat,10
iceberg,spark,ssb_flat_q_05,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,508.52535376994706,ssb-flat,10
iceberg,spark,ssb_flat_q_06,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,4092.2150007996843,ssb-flat,10
iceberg,spark,ssb_flat_q_06,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,1912.1756205143993,ssb-flat,10
iceberg,spark,ssb_flat_q_06,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1866.0649377310901,ssb-flat,10
iceberg,spark,ssb_flat_q_07,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,7696.945582563702,ssb-flat,10
iceberg,spark,ssb_flat_q_07,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,4631.085136960954,ssb-flat,10
iceberg,spark,ssb_flat_q_07,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,6079.268504273074,ssb-flat,10
iceberg,spark,ssb_flat_q_08,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,4364.0864106964655,ssb-flat,10
iceberg,spark,ssb_flat_q_08,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,1438.8217232690351,ssb-flat,10
iceberg,spark,ssb_flat_q_08,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,2107.6269883003934,ssb-flat,10
iceberg,spark,ssb_flat_q_09,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,743.5145252105444,ssb-flat,10
iceberg,spark,ssb_flat_q_09,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,333.1356391425029,ssb-flat,10
iceberg,spark,ssb_flat_q_09,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,371.5047008707349,ssb-flat,10
iceberg,spark,ssb_flat_q_10,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,2380.019458930328,ssb-flat,10
iceberg,spark,ssb_flat_q_10,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,3134.084441734136,ssb-flat,10
iceberg,spark,ssb_flat_q_11,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,5104.715832397061,ssb-flat,10
iceberg,spark,ssb_flat_q_11,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2255.346990815529,ssb-flat,10
iceberg,spark,ssb_flat_q_11,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,1495.6395868994857,ssb-flat,10
iceberg,spark,ssb_flat_q_12,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,7115.26024665999,ssb-flat,10
iceberg,spark,ssb_flat_q_12,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,2226.61375198189,ssb-flat,10
iceberg,spark,ssb_flat_q_12,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1670.0186934618896,ssb-flat,10
iceberg,spark,ssb_flat_q_13,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,8593.938204732902,ssb-flat,10
iceberg,spark,ssb_flat_q_13,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,2335.075728133879,ssb-flat,10
iceberg,spark,ssb_flat_q_13,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,10137.70624817343,ssb-flat,10
iceberg,spark,ssb_flat_q_14,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2768.646321793483,ssb-flat,10
iceberg,spark,ssb_flat_q_14,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,850.9747808907955,ssb-flat,10
iceberg,spark,ssb_flat_q_14,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,2026.4745903060277,ssb-flat,10
iceberg,spark,ssb_flat_q_14,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,4646.110231400336,ssb-flat,10
iceberg,spark,ssb_flat_q_15,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,2964.348655749255,ssb-flat,10
iceberg,spark,ssb_flat_q_15,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,728.7746857005354,ssb-flat,10
iceberg,spark,ssb_flat_q_15,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,5022.655414911733,ssb-flat,10
iceberg,spark,ssb_flat_q_16,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,27725.14518869538,ssb-flat,10
iceberg,spark,ssb_flat_q_16,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,9390.83335990179,ssb-flat,10
iceberg,spark,ssb_flat_q_16,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,7978.653470359035,ssb-flat,10
iceberg,spark,ssb_flat_q_16,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,15422.087765901812,ssb-flat,10
iceberg,spark,ssb_flat_q_17,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,3573.324512194584,ssb-flat,10
iceberg,spark,ssb_flat_q_17,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,692.6724899640243,ssb-flat,10
iceberg,spark,ssb_flat_q_17,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,1159.3257361564076,ssb-flat,10
iceberg,spark,ssb_flat_q_17,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,1201.289673518554,ssb-flat,10
iceberg,spark,ssb_flat_q_18,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,7192.560366782218,ssb-flat,10
iceberg,spark,ssb_flat_q_18,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,1493.3454526626772,ssb-flat,10
