datalake,engine,query name,conf,latency,benchmark,sf
iceberg,spark,q1_1,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,19006.94,ssb-flat,100
iceberg,spark,q4_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,32702.473758,ssb-flat,100
iceberg,spark,q4_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,35834.242611,ssb-flat,100
iceberg,spark,q1_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,16963.493937,ssb-flat,100
iceberg,spark,q1_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,13755.319826,ssb-flat,100
iceberg,spark,q1_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,4784.126059,ssb-flat,100
iceberg,spark,q2_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,133901.661582,ssb-flat,100
iceberg,spark,q2_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,53831.314137,ssb-flat,100
iceberg,spark,q2_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,55295.0804,ssb-flat,100
iceberg,spark,q3_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,59843.060715,ssb-flat,100
iceberg,spark,q3_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,78234.630612,ssb-flat,100
iceberg,spark,q3_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,55081.597439,ssb-flat,100
iceberg,spark,q3_4,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,11645.51817,ssb-flat,100
iceberg,spark,q4_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,89546.620814,ssb-flat,100
iceberg,spark,q4_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,34006.96025,ssb-flat,100
iceberg,spark,q4_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,30551.943778,ssb-flat,100
iceberg,spark,q3_1,937;120;59;2130;805;7;34;0.499345510453;0.2855492159201,121213.05,ssb-flat,100
iceberg,spark,q3_4,937;120;59;2130;805;7;34;0.499345510453;0.2855492159201,127152.49,ssb-flat,100
iceberg,spark,q2_2,937;120;59;2130;805;7;34;0.499345510453;0.2855492159201,129744.48,ssb-flat,100
iceberg,spark,q4_3,937;120;59;2130;805;7;34;0.499345510453;0.2855492159201,121216.23,ssb-flat,100
iceberg,spark,q4_2,937;120;59;2130;805;7;34;0.499345510453;0.2855492159201,143216.92,ssb-flat,100
iceberg,spark,q3_3,937;120;59;2130;805;7;34;0.499345510453;0.2855492159201,140329.15,ssb-flat,100
iceberg,spark,q2_1,937;120;59;2130;805;7;34;0.499345510453;0.2855492159201,134937.32,ssb-flat,100
iceberg,spark,q1_3,937;120;59;2130;805;7;34;0.499345510453;0.2855492159201,144878.28,ssb-flat,100
iceberg,spark,q2_3,937;120;59;2130;805;7;34;0.499345510453;0.2855492159201,123218.71,ssb-flat,100
iceberg,spark,q1_2,937;120;59;2130;805;7;34;0.499345510453;0.2855492159201,121153.48,ssb-flat,100
iceberg,spark,q4_1,937;120;59;2130;805;7;34;0.499345510453;0.2855492159201,135422.33,ssb-flat,100
iceberg,spark,q3_2,937;120;59;2130;805;7;34;0.499345510453;0.2855492159201,142045.29,ssb-flat,100
iceberg,spark,q1_1,1010.9;12.2;985.4;3735.0;402.4;7.6;21.3;0.7;0.7,24056.78,ssb-flat,100
iceberg,spark,q1_2,1010.9;12.2;985.4;3735.0;402.4;7.6;21.3;0.7;0.7,57906.56,ssb-flat,100
iceberg,spark,q1_3,1010.9;12.2;985.4;3735.0;402.4;7.6;21.3;0.7;0.7,53485.9,ssb-flat,100
iceberg,spark,q2_1,1010.9;12.2;985.4;3735.0;402.4;7.6;21.3;0.7;0.7,92406.34,ssb-flat,100
iceberg,spark,q2_2,1010.9;12.2;985.4;3735.0;402.4;7.6;21.3;0.7;0.7,237750.67,ssb-flat,100
iceberg,spark,q2_3,1010.9;12.2;985.4;3735.0;402.4;7.6;21.3;0.7;0.7,109983.6,ssb-flat,100
iceberg,spark,q3_1,1010.9;12.2;985.4;3735.0;402.4;7.6;21.3;0.7;0.7,42947.62,ssb-flat,100
iceberg,spark,q3_2,1010.9;12.2;985.4;3735.0;402.4;7.6;21.3;0.7;0.7,71171.67,ssb-flat,100
iceberg,spark,q3_3,1010.9;12.2;985.4;3735.0;402.4;7.6;21.3;0.7;0.7,211881.5,ssb-flat,100
iceberg,spark,q3_4,1010.9;12.2;985.4;3735.0;402.4;7.6;21.3;0.7;0.7,19697.55,ssb-flat,100
iceberg,spark,q4_1,1010.9;12.2;985.4;3735.0;402.4;7.6;21.3;0.7;0.7,260654.68,ssb-flat,100
iceberg,spark,q4_2,1010.9;12.2;985.4;3735.0;402.4;7.6;21.3;0.7;0.7,85421.05,ssb-flat,100
iceberg,spark,q4_3,1010.9;12.2;985.4;3735.0;402.4;7.6;21.3;0.7;0.7,148931.32,ssb-flat,100
iceberg,spark,q1_1,1059.0;109.0;53.5;2013.6;832.9;6.6;37.4;0.5;0.3,136951.0,ssb-flat,100
iceberg,spark,q1_2,1059.0;109.0;53.5;2013.6;832.9;6.6;37.4;0.5;0.3,125857.98,ssb-flat,100
iceberg,spark,q1_3,1059.0;109.0;53.5;2013.6;832.9;6.6;37.4;0.5;0.3,145129.6,ssb-flat,100
iceberg,spark,q2_1,1059.0;109.0;53.5;2013.6;832.9;6.6;37.4;0.5;0.3,137128.9,ssb-flat,100
iceberg,spark,q2_2,1059.0;109.0;53.5;2013.6;832.9;6.6;37.4;0.5;0.3,128777.68,ssb-flat,100
iceberg,spark,q2_3,1059.0;109.0;53.5;2013.6;832.9;6.6;37.4;0.5;0.3,121127.32,ssb-flat,100
iceberg,spark,q3_1,1059.0;109.0;53.5;2013.6;832.9;6.6;37.4;0.5;0.3,132009.88,ssb-flat,100
iceberg,spark,q3_2,1059.0;109.0;53.5;2013.6;832.9;6.6;37.4;0.5;0.3,135709.41,ssb-flat,100
iceberg,spark,q3_3,1059.0;109.0;53.5;2013.6;832.9;6.6;37.4;0.5;0.3,145679.01,ssb-flat,100
iceberg,spark,q3_4,1059.0;109.0;53.5;2013.6;832.9;6.6;37.4;0.5;0.3,114523.02,ssb-flat,100
iceberg,spark,q4_1,1059.0;109.0;53.5;2013.6;832.9;6.6;37.4;0.5;0.3,143221.92,ssb-flat,100
iceberg,spark,q4_2,1059.0;109.0;53.5;2013.6;832.9;6.6;37.4;0.5;0.3,142607.29,ssb-flat,100
iceberg,spark,q4_3,1059.0;109.0;53.5;2013.6;832.9;6.6;37.4;0.5;0.3,128336.83,ssb-flat,100
iceberg,spark,q1_1,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,120101.44,ssb-flat,100
iceberg,spark,q1_2,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,123049.13,ssb-flat,100
iceberg,spark,q1_3,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,158048.84,ssb-flat,100
iceberg,spark,q2_1,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,133103.49,ssb-flat,100
iceberg,spark,q2_2,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,141790.1,ssb-flat,100
iceberg,spark,q2_3,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,130167.8,ssb-flat,100
iceberg,spark,q3_1,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,115216.09,ssb-flat,100
iceberg,spark,q3_2,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,152520.81,ssb-flat,100
iceberg,spark,q3_3,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,142786.16,ssb-flat,100
iceberg,spark,q3_4,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,128316.27,ssb-flat,100
iceberg,spark,q4_1,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,144987.18,ssb-flat,100
iceberg,spark,q4_2,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,143532.58,ssb-flat,100
iceberg,spark,q4_3,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,117406.6,ssb-flat,100
iceberg,spark,q1_1,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,48755.08,ssb-flat,100
iceberg,spark,q1_2,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,31283.29,ssb-flat,100
iceberg,spark,q1_3,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,25934.17,ssb-flat,100
iceberg,spark,q2_1,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,294522.19,ssb-flat,100
iceberg,spark,q2_2,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,296997.74,ssb-flat,100
iceberg,spark,q2_3,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,108203.76,ssb-flat,100
iceberg,spark,q3_1,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,189513.85,ssb-flat,100
iceberg,spark,q3_2,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,191918.07,ssb-flat,100
iceberg,spark,q3_3,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,116063.9,ssb-flat,100
iceberg,spark,q3_4,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,37766.18,ssb-flat,100
iceberg,spark,q4_1,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,415522.19,ssb-flat,100
iceberg,spark,q4_2,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,178267.43,ssb-flat,100
iceberg,spark,q4_3,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,104418.84,ssb-flat,100
iceberg,spark,syn_q5,32.5;41.3;163.0;55.1;15.5;79.3;14.4;59.8|209.7;232.5;143.4;117.6,235472.25,ssb_flat,100
iceberg,spark,syn_q5,142.3;79.7;172.9;119.2;166.6;194.1;17.9|22.5;260.3;144.4;276.0;284.8;281.0,144750.19,ssb_flat,100
iceberg,spark,syn_q5,59.0;61.9;129.7;190.8;18.3;64.3|211.1;278.5;75.3;36.3;171.7,216635.40,ssb_flat,100
iceberg,spark,syn_q5,32.9;114.1;84.0;129.6;110.6;63.8;169.4;63.8|125.5;127.8;261.4;183.2;208.9,189802.61,ssb_flat,100
iceberg,spark,syn_q5,33.4;127.1;19.9;142.9;82.2|291.2;128.4;245.1;253.7,295082.08,ssb_flat,100
iceberg,spark,syn_q5,112.9;15.8;12.0;95.3;131.7;154.0|14.7;67.1;241.9;28.2;156.2;17.9,158976.86,ssb_flat,100
iceberg,spark,syn_q5,191.4;139.4;22.9;53.8;147.9;190.7|154.1;37.2;132.7;110.6;137.6;27.9,153086.54,ssb_flat,100
iceberg,spark,syn_q5,44.1;67.4;49.7;122.2;68.4|26.4;118.9;86.6;226.1;72.0,169012.48,ssb_flat,100
iceberg,spark,syn_q5,141.9;197.6;98.8;20.3;147.3;33.4|230.0;280.4;194.8,155220.16,ssb_flat,100
iceberg,spark,syn_q5,85.6;193.2;188.0;171.0;86.9;50.8;72.7;178.2|66.5;103.5;186.1;86.5,216108.59,ssb_flat,100
iceberg,spark,syn_q5,97.4;113.9;11.3;140.5;19.3;45.3;56.1;151.8|255.8;242.4;35.7;87.0;258.1;243.7,104679.70,ssb_flat,100
iceberg,spark,syn_q5,117.1;41.1;124.7;92.2|72.9;256.6;51.7;214.9,123927.13,ssb_flat,100
iceberg,spark,syn_q5,50.4;139.7;50.0;199.7;86.9;59.2;45.3|103.4;231.3;246.5;281.1,123403.26,ssb_flat,100
iceberg,spark,syn_q5,81.5;173.3;134.0;59.1;93.5;184.5;128.2|74.9;165.1;108.1;50.8,226080.41,ssb_flat,100
iceberg,spark,syn_q5,55.3;44.6;119.3;57.8;198.4|132.8;64.8;230.7,284002.33,ssb_flat,100
iceberg,spark,syn_q6,186.4;83.0;168.5;117.0;82.0;40.8;41.3;95.9|299.1;71.7;200.6;190.0,163286.42,ssb_flat,100
iceberg,spark,syn_q6,138.4;65.3;44.4;52.2;25.7;131.6|162.4;75.6;91.1;274.4,216814.23,ssb_flat,100
iceberg,spark,syn_q6,125.0;84.5;181.9;141.1;124.0|55.8;150.8;285.9;184.1;250.5;17.7,215690.62,ssb_flat,100
iceberg,spark,syn_q6,87.4;112.9;156.1;182.0|208.5;181.2;271.0;120.9;70.9,100608.71,ssb_flat,100
iceberg,spark,syn_q6,85.3;197.4;165.7;152.8|45.1;76.9;55.5;23.1,251413.88,ssb_flat,100
iceberg,spark,syn_q6,158.2;166.1;11.4;38.7;89.4;137.6;19.3;119.5|71.4;189.5;151.9;151.3,103239.43,ssb_flat,100
iceberg,spark,syn_q6,21.7;21.0;14.1;144.7;133.1;91.8;81.6;45.0|119.2;218.2;91.4;152.7;159.1,231727.54,ssb_flat,100
iceberg,spark,syn_q6,77.2;123.9;10.5;95.4;199.5;164.3|75.8;92.8;236.1;220.8,238366.64,ssb_flat,100
iceberg,spark,syn_q6,36.0;54.5;192.9;133.7;99.1|92.6;119.3;137.9,122548.70,ssb_flat,100
iceberg,spark,syn_q6,169.2;94.3;158.7;32.5;66.2;153.8|206.5;212.8;40.3;33.3,150288.10,ssb_flat,100
iceberg,spark,syn_q6,195.1;91.3;89.9;91.3;21.1;43.6;99.5|29.4;17.7;176.9;170.6;248.2;197.9,122008.05,ssb_flat,100
iceberg,spark,syn_q6,114.0;87.3;24.1;147.1;21.4;35.1;23.2|123.3;191.6;207.1,159384.92,ssb_flat,100
iceberg,spark,syn_q6,14.6;129.5;100.8;91.2;73.7;35.7;47.7|45.7;113.2;55.0;262.0;119.8;194.4,154994.27,ssb_flat,100
iceberg,spark,syn_q6,133.0;79.9;51.9;104.6;25.8;170.7|65.8;21.6;282.3;81.0;250.8,214797.69,ssb_flat,100
iceberg,spark,syn_q6,118.3;112.2;182.5;38.2;56.2|70.1;85.3;109.9,251864.45,ssb_flat,100
iceberg,spark,syn_q7,92.4;68.6;12.7;179.4;29.0|94.2;58.8;230.6;170.3;257.4,234356.51,ssb_flat,100
iceberg,spark,syn_q7,137.2;136.9;39.9;63.1;163.6|12.1;184.3;137.4;111.8;269.4,168652.78,ssb_flat,100
iceberg,spark,syn_q7,32.4;149.8;90.9;22.4|130.8;89.4;187.7;177.0;39.9,130482.10,ssb_flat,100
iceberg,spark,syn_q7,76.8;128.0;127.8;22.3;46.6;17.4;69.1|97.0;104.2;37.1;193.7,161883.73,ssb_flat,100
iceberg,spark,syn_q7,106.6;166.7;83.3;24.5|17.9;67.9;121.2,135955.50,ssb_flat,100
iceberg,spark,syn_q7,60.8;152.4;122.8;43.3;130.5;43.2;101.3;145.1|179.1;281.6;132.8;60.2;58.7;110.6,138829.28,ssb_flat,100
iceberg,spark,syn_q7,112.1;27.7;57.5;168.6;128.8|186.6;14.7;190.1;76.8,162787.04,ssb_flat,100
iceberg,spark,syn_q7,34.1;134.2;173.1;65.9;81.9;137.9|88.3;65.5;243.7;205.6,134031.18,ssb_flat,100
iceberg,spark,syn_q7,124.9;190.9;58.9;99.8;29.5;191.8;110.1;92.9|222.2;157.2;235.1;115.0;93.5,154997.65,ssb_flat,100
iceberg,spark,syn_q7,57.3;116.8;82.9;127.8;35.4;72.7|140.4;69.2;248.1,96323.67,ssb_flat,100
iceberg,spark,syn_q7,119.7;76.0;195.1;172.0|186.5;265.0;277.1;254.6;261.0,181233.55,ssb_flat,100
iceberg,spark,syn_q7,118.2;163.3;125.0;192.4;63.8|103.6;37.9;259.9;127.4,170061.49,ssb_flat,100
iceberg,spark,syn_q7,59.1;33.7;114.4;48.3|231.0;241.5;108.7,133042.93,ssb_flat,100
iceberg,spark,syn_q7,114.6;190.4;50.3;62.2;64.1|203.4;159.7;135.8;140.5;166.3;178.0,207176.72,ssb_flat,100
iceberg,spark,syn_q7,13.1;143.2;96.9;172.1;132.1;175.7;174.6|179.4;34.7;85.7;137.7;33.8;17.6,225218.15,ssb_flat,100
iceberg,spark,syn_q8,58.6;78.8;193.0;181.9|104.0;292.6;129.0,193899.73,ssb_flat,100
iceberg,spark,syn_q8,194.4;79.4;162.1;101.1;173.3;190.7|167.9;17.9;62.3;76.3;181.1;47.7,171003.40,ssb_flat,100
iceberg,spark,syn_q8,57.3;24.3;101.3;181.4|190.2;218.0;104.5,208024.70,ssb_flat,100
iceberg,spark,syn_q8,193.2;185.3;190.8;157.4;135.7;112.6;99.7|56.2;266.8;154.1;249.6;212.9;83.0,203027.75,ssb_flat,100
iceberg,spark,syn_q8,163.1;117.8;161.5;43.0;165.3|275.6;177.5;99.8;43.3;12.4;66.5,152869.75,ssb_flat,100
iceberg,spark,syn_q8,113.0;106.2;99.5;13.7;24.9|61.9;151.4;108.2,143124.93,ssb_flat,100
iceberg,spark,syn_q8,38.5;14.0;139.4;148.8|33.9;267.4;114.6,175274.85,ssb_flat,100
iceberg,spark,syn_q8,190.0;22.7;62.3;104.7;36.1;174.3|26.1;267.5;127.7,270562.87,ssb_flat,100
iceberg,spark,syn_q8,176.1;70.7;150.5;158.2;77.5|207.5;175.6;83.3;59.5;24.7;261.6,117221.62,ssb_flat,100
iceberg,spark,syn_q8,20.5;111.6;155.7;65.5;113.1;188.4;45.8|176.1;118.0;286.2,109457.99,ssb_flat,100
iceberg,spark,syn_q8,181.4;140.9;51.1;111.6;132.4|24.2;35.5;85.3;139.2;182.4;76.4,178613.94,ssb_flat,100
iceberg,spark,syn_q8,102.2;60.9;136.1;75.0;143.7;128.0;97.5|115.8;219.5;174.0,172615.18,ssb_flat,100
iceberg,spark,syn_q8,125.8;170.9;101.8;35.1;127.3;76.6;118.6|44.6;173.1;169.4,179074.32,ssb_flat,100
iceberg,spark,syn_q8,34.0;53.1;38.4;117.4;169.9;168.0|228.6;179.8;156.6;182.1,182908.20,ssb_flat,100
iceberg,spark,syn_q8,75.3;193.3;130.0;80.7|245.1;32.4;254.3;242.6;197.3,158989.44,ssb_flat,100
iceberg,spark,syn_q9,128.4;39.6;122.9;20.2;36.5;34.3|149.8;31.7;132.9;187.6;267.0,243118.92,ssb_flat,100
iceberg,spark,syn_q9,56.2;77.8;79.9;142.0;197.5;18.0;196.6;17.0|42.9;82.9;66.4;292.6;87.0;280.7,99705.63,ssb_flat,100
iceberg,spark,syn_q9,117.1;161.9;161.8;31.1;40.4;114.7|278.9;183.1;287.4;52.8,187109.50,ssb_flat,100
iceberg,spark,syn_q9,170.1;71.7;93.1;87.0|59.0;53.3;293.7;198.2,146136.99,ssb_flat,100
iceberg,spark,syn_q9,79.3;66.2;89.7;142.0|204.6;281.7;117.6;103.9,165892.77,ssb_flat,100
iceberg,spark,syn_q9,120.3;19.7;194.2;50.3;73.2;11.3|151.3;166.3;242.6;100.4;240.1;77.3,188689.23,ssb_flat,100
iceberg,spark,syn_q9,102.8;173.0;46.4;147.4;21.7|20.3;160.7;211.3;249.2;126.1;119.3,146882.05,ssb_flat,100
iceberg,spark,syn_q9,190.1;90.6;186.5;13.3;189.9|53.4;173.6;118.6;107.8,138807.21,ssb_flat,100
iceberg,spark,syn_q9,86.1;97.0;125.0;92.0|16.9;219.2;287.3;206.7;60.1;26.2,171750.73,ssb_flat,100
iceberg,spark,syn_q9,171.2;58.0;126.2;96.8;123.8;179.9;183.3;82.7|169.9;66.2;78.9,122685.56,ssb_flat,100
iceberg,spark,syn_q9,121.8;130.7;169.4;150.7;39.9|237.1;186.7;42.6;256.5;75.1;149.3,122737.86,ssb_flat,100
iceberg,spark,syn_q9,42.9;89.4;174.5;180.6;33.9|158.2;199.2;138.9;91.1,208431.49,ssb_flat,100
iceberg,spark,syn_q9,158.1;70.0;127.9;71.6;149.7;111.7;94.5|268.3;280.7;28.0;66.1,120441.03,ssb_flat,100
iceberg,spark,syn_q9,141.7;108.5;141.8;151.1;192.4|132.2;177.3;25.4;94.4,207616.41,ssb_flat,100
iceberg,spark,syn_q9,143.7;79.5;120.1;36.1;177.4;103.3;12.5|247.4;248.4;197.6;267.0;285.7;137.6,195307.61,ssb_flat,100
iceberg,spark,syn_q10,69.0;172.7;82.4;39.0;71.8|80.2;206.3;95.5;176.1;295.9;76.1,136903.62,ssb_flat,100
iceberg,spark,syn_q10,58.9;74.0;123.3;11.4;115.7;76.1;159.7;64.3|136.3;202.1;116.7;31.6;26.9,179261.33,ssb_flat,100
iceberg,spark,syn_q10,51.3;20.2;150.3;27.3;135.8;149.9;189.5|120.2;119.1;208.0;292.2,144285.56,ssb_flat,100
iceberg,spark,syn_q10,149.8;134.8;97.6;146.8;167.1;42.3|92.7;156.4;87.7;72.0,156695.10,ssb_flat,100
iceberg,spark,syn_q10,91.0;84.4;161.4;120.2|184.9;97.7;160.6,280853.75,ssb_flat,100
iceberg,spark,syn_q10,146.8;148.2;152.1;49.5;173.2;39.3;68.8|234.3;171.7;175.6;210.3;202.7;159.1,254153.08,ssb_flat,100
iceberg,spark,syn_q10,79.0;188.5;27.4;198.4;161.0;159.5;127.1;14.4|153.7;276.4;94.9;281.9,115114.13,ssb_flat,100
iceberg,spark,syn_q10,131.3;116.3;12.8;76.5;103.3;56.9|131.4;288.8;252.3;83.9;153.2,218048.64,ssb_flat,100
iceberg,spark,syn_q10,140.8;194.0;112.5;155.9;177.6|47.9;283.6;18.7;106.2;136.7,216852.50,ssb_flat,100
iceberg,spark,syn_q10,115.1;94.1;161.8;67.6|138.3;182.1;277.5;166.5;78.6;139.1,120460.21,ssb_flat,100
iceberg,spark,syn_q10,164.9;77.4;125.2;86.6;70.6|156.0;124.6;226.6;26.7,217333.22,ssb_flat,100
iceberg,spark,syn_q10,18.6;173.5;132.5;167.5;84.1|242.6;286.2;58.0;279.8;96.5;263.7,269664.34,ssb_flat,100
iceberg,spark,syn_q10,57.7;87.1;72.7;199.4;45.5;29.4|122.8;248.5;156.3;28.4;161.1,121393.22,ssb_flat,100
iceberg,spark,syn_q10,49.8;174.9;89.7;65.2|10.2;96.9;242.7;71.5;126.7;138.0,129094.87,ssb_flat,100
iceberg,spark,syn_q10,91.8;183.7;33.3;150.9;25.6;25.4;43.7|22.8;228.8;220.8;246.7;127.5,230695.09,ssb_flat,100
iceberg,spark,syn_q11,194.5;76.0;189.4;14.1;74.7;81.1;29.2;52.5|24.4;35.4;86.3;64.4;63.8,155597.33,ssb_flat,100
iceberg,spark,syn_q11,144.8;105.1;186.5;180.8;88.0|64.0;152.1;181.4;217.8,227817.18,ssb_flat,100
iceberg,spark,syn_q11,34.5;48.8;28.2;86.4;184.8;151.4|223.6;152.4;21.1,223930.28,ssb_flat,100
iceberg,spark,syn_q11,34.1;25.5;60.8;97.2;169.3|178.3;232.3;114.9;183.6;106.8,116989.39,ssb_flat,100
iceberg,spark,syn_q11,99.9;143.6;76.8;127.9;28.2|242.5;72.5;272.0,172824.85,ssb_flat,100
iceberg,spark,syn_q11,166.1;18.5;189.0;11.2;102.0;149.0;151.0;79.6|21.6;32.3;182.6;54.4,137403.86,ssb_flat,100
iceberg,spark,syn_q11,30.7;114.5;96.6;74.4;187.8|42.0;299.5;79.4;252.0;22.7;81.3,116541.45,ssb_flat,100
iceberg,spark,syn_q11,34.0;63.6;162.0;44.1;90.7;76.8;172.6;43.4|126.5;272.3;290.7;108.5,159284.72,ssb_flat,100
iceberg,spark,syn_q11,89.5;37.7;96.2;73.0|132.1;282.7;269.3;205.6,154973.42,ssb_flat,100
iceberg,spark,syn_q11,129.5;99.9;20.9;96.4;69.7;11.5;179.0|272.0;255.2;276.1;277.8;169.5,352064.14,ssb_flat,100
iceberg,spark,syn_q11,91.0;10.5;97.8;24.4|291.7;34.1;161.5,193579.13,ssb_flat,100
iceberg,spark,syn_q11,96.2;140.7;48.5;44.2;55.8;161.9;45.6|230.5;276.5;14.8;260.9,112450.51,ssb_flat,100
iceberg,spark,syn_q11,110.6;149.5;143.2;194.0;175.5;89.5|247.1;270.0;178.7;64.6;259.6;214.8,143504.48,ssb_flat,100
iceberg,spark,syn_q11,16.1;61.6;85.2;60.4;152.5|192.1;208.4;224.4;176.3;51.4,230952.82,ssb_flat,100
iceberg,spark,syn_q11,67.9;172.7;134.0;22.3|167.9;19.5;101.7;24.5;74.2,318089.02,ssb_flat,100
iceberg,spark,syn_q12,117.1;149.8;174.3;142.3;168.8;78.4;69.8|190.0;287.7;35.0;124.6;245.2,137932.84,ssb_flat,100
iceberg,spark,syn_q12,97.0;38.7;91.5;190.4;105.8;128.7;134.1|166.0;268.9;72.8;147.1;31.0;56.4,202432.48,ssb_flat,100
iceberg,spark,syn_q12,50.4;170.3;91.9;60.5;138.4;123.6;199.7;186.0|294.8;296.1;137.2;14.2;137.7,183815.24,ssb_flat,100
iceberg,spark,syn_q12,17.5;129.4;48.2;75.5;162.3;169.2|124.2;178.2;295.9;271.0;271.8,144625.25,ssb_flat,100
iceberg,spark,syn_q12,153.8;168.4;157.0;188.7;51.9|146.2;70.4;109.3;153.9,125616.30,ssb_flat,100
iceberg,spark,syn_q12,79.2;179.3;198.1;197.9;39.3|11.4;170.2;109.0;201.3,94349.95,ssb_flat,100
iceberg,spark,syn_q12,76.3;121.5;79.8;37.0;67.9;74.7;83.8;13.7|263.9;106.8;152.4,188800.98,ssb_flat,100
iceberg,spark,syn_q12,50.4;134.1;18.8;191.2;15.9;181.4;61.0;166.0|248.3;127.6;199.7;46.3,106309.81,ssb_flat,100
iceberg,spark,syn_q12,71.4;149.1;111.9;127.1;139.1;199.6;94.3;146.8|246.7;18.0;154.5;22.6;22.8;154.6,174932.76,ssb_flat,100
iceberg,spark,syn_q12,28.9;62.8;55.5;175.7;16.0;19.7;62.8|221.6;201.5;297.6,157081.37,ssb_flat,100
iceberg,spark,syn_q12,47.4;116.4;25.7;148.4;166.9;181.6|156.1;213.7;136.6;263.7,208417.08,ssb_flat,100
iceberg,spark,syn_q12,179.5;144.5;162.0;168.2;150.4;58.4|251.7;136.8;45.4;53.3;230.5,155272.99,ssb_flat,100
iceberg,spark,syn_q12,68.4;62.1;102.9;78.7;54.4;22.1;30.7|60.2;70.1;84.9;175.9;33.8;56.7,154001.77,ssb_flat,100
iceberg,spark,syn_q12,145.6;119.5;121.2;162.2;180.4|45.6;173.3;16.9;143.7,211740.11,ssb_flat,100
iceberg,spark,syn_q12,50.2;194.3;135.7;11.3|284.9;85.0;236.4;131.8;277.9,187976.29,ssb_flat,100
iceberg,spark,syn_q13,139.0;53.4;103.1;154.2;191.1;181.7;151.2;182.4|26.6;210.4;203.1,99775.69,ssb_flat,100
iceberg,spark,syn_q13,101.9;145.1;167.4;104.1;61.3;171.6;18.1|40.7;38.3;202.5;13.6,165938.71,ssb_flat,100
iceberg,spark,syn_q13,121.6;34.2;140.2;26.7;178.2;76.5;71.5|151.5;93.7;62.0;155.8,132407.15,ssb_flat,100
iceberg,spark,syn_q13,175.1;154.5;153.3;103.1;180.8|276.9;288.2;207.2;132.6;266.5,223724.53,ssb_flat,100
iceberg,spark,syn_q13,187.8;23.3;78.1;98.9;141.6;79.3;89.0;89.1|130.2;295.9;268.5;294.3;174.0;132.0,144161.81,ssb_flat,100
iceberg,spark,syn_q13,83.7;87.4;12.7;118.0;80.4|211.7;43.8;272.9,164148.03,ssb_flat,100
iceberg,spark,syn_q13,49.3;73.5;197.0;45.6;59.6|280.0;158.1;118.2;186.0;29.5,140489.27,ssb_flat,100
iceberg,spark,syn_q13,25.5;37.6;144.7;181.7;95.7|171.8;230.3;264.4;178.1;170.5,286418.45,ssb_flat,100
