datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,q1_3,15.3;276.5;20.0;18.6;16.9;16.3,33308.86,ssb-flat,100
delta,trino,q2_1,15.3;276.5;20.0;18.6;16.9;16.3,128570.8,ssb-flat,100
delta,trino,q2_2,15.3;276.5;20.0;18.6;16.9;16.3,91331.77,ssb-flat,100
delta,trino,q2_3,15.3;276.5;20.0;18.6;16.9;16.3,80569.98,ssb-flat,100
delta,trino,q3_1,15.3;276.5;20.0;18.6;16.9;16.3,68636.73,ssb-flat,100
delta,trino,q3_2,15.3;276.5;20.0;18.6;16.9;16.3,86260.17,ssb-flat,100
delta,trino,q3_3,15.3;276.5;20.0;18.6;16.9;16.3,98362.68,ssb-flat,100
delta,trino,q3_4,15.3;276.5;20.0;18.6;16.9;16.3,30048.25,ssb-flat,100
delta,trino,q4_1,15.3;276.5;20.0;18.6;16.9;16.3,136899.89,ssb-flat,100
delta,trino,q4_2,15.3;276.5;20.0;18.6;16.9;16.3,45007.22,ssb-flat,100
delta,trino,q4_3,15.3;276.5;20.0;18.6;16.9;16.3,43154.6,ssb-flat,100
delta,trino,q1_1,18.5;226.1;21.7;19.2;17.3;17.8,19481.0,ssb-flat,100
delta,trino,q1_2,18.5;226.1;21.7;19.2;17.3;17.8,36683.44,ssb-flat,100
delta,trino,q1_3,18.5;226.1;21.7;19.2;17.3;17.8,34946.73,ssb-flat,100
delta,trino,q2_1,18.5;226.1;21.7;19.2;17.3;17.8,138777.06,ssb-flat,100
delta,trino,q2_2,18.5;226.1;21.7;19.2;17.3;17.8,91505.9,ssb-flat,100
delta,trino,q2_3,18.5;226.1;21.7;19.2;17.3;17.8,76576.42,ssb-flat,100
delta,trino,q3_1,18.5;226.1;21.7;19.2;17.3;17.8,60028.13,ssb-flat,100
delta,trino,q3_2,18.5;226.1;21.7;19.2;17.3;17.8,84907.91,ssb-flat,100
delta,trino,q3_3,18.5;226.1;21.7;19.2;17.3;17.8,105779.47,ssb-flat,100
delta,trino,q3_4,18.5;226.1;21.7;19.2;17.3;17.8,27265.6,ssb-flat,100
delta,trino,q4_1,18.5;226.1;21.7;19.2;17.3;17.8,136204.47,ssb-flat,100
delta,trino,q4_2,18.5;226.1;21.7;19.2;17.3;17.8,46400.78,ssb-flat,100
delta,trino,q4_3,18.5;226.1;21.7;19.2;17.3;17.8,39803.44,ssb-flat,100
delta,trino,q1_1,17.4;224.4;22.8;15.9;17.7;16.5,19469.77,ssb-flat,100
delta,trino,q1_2,17.4;224.4;22.8;15.9;17.7;16.5,35906.44,ssb-flat,100
delta,trino,q1_3,17.4;224.4;22.8;15.9;17.7;16.5,33306.21,ssb-flat,100
delta,trino,q2_1,17.4;224.4;22.8;15.9;17.7;16.5,140851.74,ssb-flat,100
delta,trino,q2_2,17.4;224.4;22.8;15.9;17.7;16.5,93427.53,ssb-flat,100
delta,trino,q2_3,17.4;224.4;22.8;15.9;17.7;16.5,82048.31,ssb-flat,100
delta,trino,q3_1,17.4;224.4;22.8;15.9;17.7;16.5,58154.11,ssb-flat,100
delta,trino,q3_2,17.4;224.4;22.8;15.9;17.7;16.5,86377.65,ssb-flat,100
delta,trino,q3_3,17.4;224.4;22.8;15.9;17.7;16.5,104490.83,ssb-flat,100
delta,trino,q3_4,17.4;224.4;22.8;15.9;17.7;16.5,30123.95,ssb-flat,100
delta,trino,q4_1,17.4;224.4;22.8;15.9;17.7;16.5,148906.51,ssb-flat,100
delta,trino,q4_2,17.4;224.4;22.8;15.9;17.7;16.5,47232.55,ssb-flat,100
delta,trino,q4_3,17.4;224.4;22.8;15.9;17.7;16.5,39671.78,ssb-flat,100
delta,trino,q1_1,17.1;251.4;21.2;16.5;16.0;16.2,20304.35,ssb-flat,100
delta,trino,q1_2,17.1;251.4;21.2;16.5;16.0;16.2,36507.6,ssb-flat,100
delta,trino,q1_3,17.1;251.4;21.2;16.5;16.0;16.2,32474.68,ssb-flat,100
delta,trino,q2_1,17.1;251.4;21.2;16.5;16.0;16.2,132448.25,ssb-flat,100
delta,trino,q2_2,17.1;251.4;21.2;16.5;16.0;16.2,106279.85,ssb-flat,100
delta,trino,q2_3,17.1;251.4;21.2;16.5;16.0;16.2,87237.43,ssb-flat,100
delta,trino,q3_1,17.1;251.4;21.2;16.5;16.0;16.2,67353.61,ssb-flat,100
delta,trino,q3_2,17.1;251.4;21.2;16.5;16.0;16.2,96148.83,ssb-flat,100
delta,trino,q3_3,17.1;251.4;21.2;16.5;16.0;16.2,91056.45,ssb-flat,100
delta,trino,q3_4,17.1;251.4;21.2;16.5;16.0;16.2,27824.9,ssb-flat,100
delta,trino,q4_1,17.1;251.4;21.2;16.5;16.0;16.2,146416.78,ssb-flat,100
delta,trino,q4_2,17.1;251.4;21.2;16.5;16.0;16.2,40684.76,ssb-flat,100
delta,trino,q4_3,17.1;251.4;21.2;16.5;16.0;16.2,41648.47,ssb-flat,100
delta,trino,syn_q5,158.0;78.9;185.6;173.8;131.2;70.6;80.9;159.3|58.9;56.1;63.2;111.6;228.9;164.7,83294.72,ssb_flat,100
delta,trino,syn_q5,148.6;136.1;130.8;41.9;177.8;67.0|170.2;64.7;230.5;265.4,77187.24,ssb_flat,100
delta,trino,syn_q5,27.2;189.7;160.7;56.7|35.3;175.2;60.8;13.3;13.9,74203.44,ssb_flat,100
delta,trino,syn_q5,84.9;168.0;94.2;35.5;85.7;59.8;167.9|250.1;25.3;178.4;134.8;63.7,62962.88,ssb_flat,100
delta,trino,syn_q5,168.8;132.9;13.6;54.0;24.2;150.1;26.0|81.2;231.3;166.2;61.5,77481.59,ssb_flat,100
delta,trino,syn_q5,66.6;98.1;26.5;122.5;82.6|211.5;131.8;16.2,64063.50,ssb_flat,100
delta,trino,syn_q5,37.3;102.3;17.1;86.0;86.0;185.5;152.2;167.9|147.5;136.4;47.6,73628.60,ssb_flat,100
delta,trino,syn_q5,51.5;109.9;188.5;12.0;118.8;53.4|68.0;132.9;139.0;133.4,103935.91,ssb_flat,100
delta,trino,syn_q5,172.9;137.9;49.1;174.8;47.7|43.3;196.4;239.8;85.1;216.6;289.8,51755.59,ssb_flat,100
delta,trino,syn_q5,36.1;48.0;28.8;76.3;181.0;64.7|143.3;144.5;201.0;122.6,98539.63,ssb_flat,100
delta,trino,syn_q5,100.6;89.8;184.5;16.0;173.1;49.6|185.3;62.2;292.7;247.4;265.2,103920.87,ssb_flat,100
delta,trino,syn_q5,99.9;173.1;29.0;114.6|299.4;252.4;153.4,67563.96,ssb_flat,100
delta,trino,syn_q5,117.3;42.8;142.5;17.8;42.1;116.5;94.6;60.7|32.6;153.9;73.5;110.2;236.5,37037.79,ssb_flat,100
delta,trino,syn_q5,105.2;83.9;58.6;118.4;199.5|114.1;95.1;165.5;226.2,58331.87,ssb_flat,100
delta,trino,syn_q5,170.0;36.0;116.3;17.9;140.8;42.9;108.0|28.3;13.5;287.6;182.7;75.9,103295.48,ssb_flat,100
delta,trino,syn_q6,77.9;107.4;60.0;195.5;119.2;65.8|247.6;132.7;258.3;286.6,45206.00,ssb_flat,100
delta,trino,syn_q6,22.6;51.4;35.6;70.7|229.9;156.7;70.4;44.5,63798.68,ssb_flat,100
delta,trino,syn_q6,189.5;79.5;144.2;40.4;182.9;137.2;135.9;54.4|288.9;234.5;70.4;20.9;173.8;35.7,55859.99,ssb_flat,100
delta,trino,syn_q6,80.0;144.0;67.8;41.1;166.1;53.1;67.0;81.4|30.0;110.6;224.3;165.9;179.1,77034.05,ssb_flat,100
delta,trino,syn_q6,14.6;98.6;49.4;65.4;83.0;99.5;58.4|220.9;110.2;193.3;113.5,104650.93,ssb_flat,100
delta,trino,syn_q6,133.6;185.1;102.5;150.7;185.4;125.9|28.5;10.9;13.8;56.9;58.0;158.9,39882.73,ssb_flat,100
delta,trino,syn_q6,86.9;114.8;132.7;189.1|76.1;231.3;253.0,72457.71,ssb_flat,100
delta,trino,syn_q6,83.5;179.0;144.0;58.5;116.9;141.9;164.1|17.5;298.9;181.5;218.5;46.4,66716.71,ssb_flat,100
delta,trino,syn_q6,64.8;131.0;55.9;48.2;187.5;164.3;90.7|291.1;227.2;176.8;197.3;121.5,85618.15,ssb_flat,100
delta,trino,syn_q6,32.1;179.2;89.0;96.0;33.4|297.1;130.0;286.2;10.4;299.2;226.5,74623.41,ssb_flat,100
delta,trino,syn_q6,62.8;164.1;185.1;35.5;171.3|48.8;212.7;73.9;188.0,55863.12,ssb_flat,100
delta,trino,syn_q6,17.5;180.9;49.7;93.2;90.4;51.9;90.0;78.0|37.2;260.6;188.1,63610.53,ssb_flat,100
delta,trino,syn_q6,38.4;67.8;164.7;32.9;65.8;127.2|81.1;258.9;28.2;98.2,55129.64,ssb_flat,100
delta,trino,syn_q6,182.5;92.5;68.4;175.0;81.6;20.0;114.4|152.0;47.2;73.3;174.6,96669.45,ssb_flat,100
delta,trino,syn_q6,149.7;132.1;179.8;130.4;77.6;154.0|150.9;137.2;256.7;86.2,70448.98,ssb_flat,100
delta,trino,syn_q7,138.1;91.5;22.7;172.1;174.4|236.1;269.3;294.6;233.0;255.6,38656.13,ssb_flat,100
delta,trino,syn_q7,183.2;51.9;198.8;174.0;26.8;196.1|205.6;225.1;12.4;187.7,87607.65,ssb_flat,100
delta,trino,syn_q7,186.7;124.9;127.6;65.1;36.5;116.0;197.6|50.6;132.4;77.5;299.6;222.7,50737.86,ssb_flat,100
delta,trino,syn_q7,133.1;153.9;29.7;164.3;91.2;141.1|157.6;148.8;262.2,75208.88,ssb_flat,100
delta,trino,syn_q7,135.1;113.1;192.1;87.7;54.9|17.1;221.3;125.0;235.0;195.6,130414.79,ssb_flat,100
delta,trino,syn_q7,185.6;42.7;40.2;90.8;92.6;107.8;141.3|175.3;209.5;139.8,53126.71,ssb_flat,100
delta,trino,syn_q7,26.3;85.1;165.2;42.1;114.6;131.8;138.4|144.5;178.4;80.1,32766.58,ssb_flat,100
delta,trino,syn_q7,117.5;30.2;71.5;128.3;101.3;38.9|292.6;252.4;120.3;17.2;253.2,64244.36,ssb_flat,100
delta,trino,syn_q7,80.2;151.0;14.7;15.6;23.8;145.0;187.7;33.7|41.7;284.7;122.4;150.0;179.0;175.8,97395.80,ssb_flat,100
delta,trino,syn_q7,122.1;190.3;77.0;85.3;162.3|33.3;43.1;293.3;162.4;21.4;263.2,125964.42,ssb_flat,100
delta,trino,syn_q7,157.0;10.8;124.7;59.8;122.9;131.3|172.7;267.8;111.4;144.3;24.4;77.5,48406.32,ssb_flat,100
delta,trino,syn_q7,157.0;122.0;13.4;29.3|108.6;13.8;196.7;123.5,81247.90,ssb_flat,100
delta,trino,syn_q7,103.7;42.5;153.3;14.4|53.3;62.5;75.8;64.8;185.4,60879.84,ssb_flat,100
delta,trino,syn_q7,130.5;13.0;41.9;18.0|195.3;15.7;49.5;85.9;60.1;121.6,67810.07,ssb_flat,100
delta,trino,syn_q7,36.4;143.3;119.1;79.1;99.2;160.6;130.7|212.2;104.7;266.4,154748.04,ssb_flat,100
delta,trino,syn_q8,129.1;77.3;163.0;51.9;116.2;110.9|221.1;120.5;133.4;294.9;293.2;190.8,54746.74,ssb_flat,100
delta,trino,syn_q8,24.1;84.0;192.2;89.2;34.3|254.6;16.7;35.6;38.3,60680.90,ssb_flat,100
delta,trino,syn_q8,115.6;11.7;63.1;167.8;62.6|271.7;33.1;177.5;14.5;157.6;70.1,90995.68,ssb_flat,100
delta,trino,syn_q8,154.4;148.8;172.8;109.0|221.7;172.4;285.7;175.2;99.3,75736.76,ssb_flat,100
delta,trino,syn_q8,145.1;33.2;97.3;117.0;19.1;78.7;68.4;34.3|180.7;266.0;287.6;128.6,74185.76,ssb_flat,100
delta,trino,syn_q8,131.5;165.8;73.0;52.0;134.9|153.1;244.3;84.2;158.1;159.9;246.3,90356.65,ssb_flat,100
delta,trino,syn_q8,152.2;88.6;161.9;82.2;135.6;122.7;41.7;157.1|263.1;56.1;272.8;217.9,67173.83,ssb_flat,100
delta,trino,syn_q8,154.4;31.0;51.5;56.6|22.1;270.5;159.1;133.9,78699.33,ssb_flat,100
delta,trino,syn_q8,139.5;168.0;102.1;87.8;104.1;13.5|90.8;242.5;73.5;292.3;222.9;176.6,67865.56,ssb_flat,100
delta,trino,syn_q8,100.2;37.8;53.9;130.9;25.4;100.7;180.5;139.9|183.9;56.0;155.9;190.6;89.6,75800.43,ssb_flat,100
delta,trino,syn_q8,193.4;26.5;140.3;144.1;65.3;110.0;139.9|134.3;103.7;44.9;227.0,58772.12,ssb_flat,100
delta,trino,syn_q8,160.1;127.6;90.6;73.6|187.8;113.1;102.3;232.6;235.8,33678.18,ssb_flat,100
delta,trino,syn_q8,69.0;31.2;86.6;110.6;91.1;187.7;11.5|174.1;69.9;223.6,67236.18,ssb_flat,100
delta,trino,syn_q8,21.6;30.9;159.0;169.1;26.3|176.9;199.1;55.0;277.4;51.9,107266.85,ssb_flat,100
delta,trino,syn_q8,63.3;112.9;151.6;68.0;135.9;41.8;82.5;115.1|136.4;211.3;286.9;243.3;263.5,92421.52,ssb_flat,100
delta,trino,syn_q9,12.8;40.4;195.6;141.9;38.3|65.5;30.4;261.8;78.1;32.3;116.4,43339.22,ssb_flat,100
delta,trino,syn_q9,189.2;169.1;175.6;183.5;16.0|120.3;120.4;180.3;45.3,80410.68,ssb_flat,100
delta,trino,syn_q9,159.7;124.8;57.2;119.0;11.2;26.2|141.7;236.9;36.8;155.4;251.7,128481.91,ssb_flat,100
delta,trino,syn_q9,167.9;164.8;162.8;127.0|255.6;119.7;200.8;183.8;267.6,46504.22,ssb_flat,100
delta,trino,syn_q9,87.7;114.9;157.6;65.0;194.1;51.9;24.9|67.4;30.2;40.1,74099.37,ssb_flat,100
delta,trino,syn_q9,130.4;69.3;190.3;74.9;26.3;143.7;39.7;130.9|263.4;203.9;99.8;140.6;155.7;130.1,57391.75,ssb_flat,100
delta,trino,syn_q9,151.5;160.6;163.3;181.5;96.1;66.2;165.3;97.2|30.1;67.4;86.2;244.1,79540.11,ssb_flat,100
delta,trino,syn_q9,61.6;100.0;189.8;39.0;72.3;195.6;123.9|141.9;87.6;74.5,70403.26,ssb_flat,100
delta,trino,syn_q9,60.4;127.5;120.3;185.0;109.8;10.7;189.1|186.5;215.3;124.0;291.2,57745.72,ssb_flat,100
delta,trino,syn_q9,64.9;45.3;129.7;193.1;23.5;168.4;13.2;41.9|111.7;282.7;213.8;171.4;110.8;278.4,81033.04,ssb_flat,100
delta,trino,syn_q9,55.9;140.2;16.9;15.1;111.4;87.1;73.1|238.2;58.1;75.5;20.9;280.0;16.2,120277.27,ssb_flat,100
delta,trino,syn_q9,93.8;190.6;86.0;123.9;176.6;81.9|157.5;159.9;145.5;270.5;81.5,66103.66,ssb_flat,100
delta,trino,syn_q9,14.8;20.2;179.5;161.6|228.5;138.9;285.4,86870.86,ssb_flat,100
delta,trino,syn_q9,134.2;69.5;182.4;123.1;163.7|138.8;39.9;280.2,47489.72,ssb_flat,100
delta,trino,syn_q9,94.0;119.0;154.2;168.1|90.6;16.9;277.4,52539.45,ssb_flat,100
delta,trino,syn_q10,179.3;55.4;126.8;188.6;120.7;122.6;170.0|132.3;19.2;129.6;194.5,85551.43,ssb_flat,100
delta,trino,syn_q10,71.4;21.2;34.5;146.5;52.8;191.5;119.4;15.5|80.0;284.1;154.7,50450.11,ssb_flat,100
delta,trino,syn_q10,37.3;52.5;77.6;114.4;20.1;179.3;114.1|21.1;205.4;284.5,62325.17,ssb_flat,100
delta,trino,syn_q10,165.5;49.3;63.2;163.5;72.0;97.1|194.4;140.5;58.1;232.4,86241.94,ssb_flat,100
delta,trino,syn_q10,199.6;185.9;79.5;92.0|144.2;275.8;203.7;95.8;288.6,90307.98,ssb_flat,100
delta,trino,syn_q10,118.0;126.2;80.5;79.9;179.3;71.6|209.6;122.1;173.3;193.1,64091.08,ssb_flat,100
delta,trino,syn_q10,31.8;107.6;176.3;191.8;64.4;24.1;52.6|283.2;210.0;48.0;257.4;270.1,68512.45,ssb_flat,100
delta,trino,syn_q10,163.7;21.7;96.1;137.1;110.6|234.7;31.5;198.5;37.9,44395.28,ssb_flat,100
delta,trino,syn_q10,125.9;144.9;27.6;168.1|152.5;216.1;102.7;27.4;69.3,62889.96,ssb_flat,100
delta,trino,syn_q10,100.0;83.3;128.4;59.8;48.5|97.1;26.4;248.5;115.1,91433.34,ssb_flat,100
delta,trino,syn_q10,42.7;188.1;159.3;150.2;64.1|12.8;213.6;179.0;299.6;136.6,83184.14,ssb_flat,100
delta,trino,syn_q10,132.4;160.9;14.2;57.6;43.4;146.1|114.9;250.8;57.8,81344.64,ssb_flat,100
delta,trino,syn_q10,118.6;120.8;21.6;15.1;185.8;100.9;183.5|49.5;274.2;78.6,71053.09,ssb_flat,100
delta,trino,syn_q10,71.7;87.3;26.4;181.0;26.5|69.1;97.8;289.3,70148.48,ssb_flat,100
delta,trino,syn_q10,59.8;105.4;79.7;23.0;50.7|210.7;268.8;134.0;130.6;63.8;79.4,57420.36,ssb_flat,100
delta,trino,syn_q11,132.3;199.7;91.9;41.6;154.5;181.0|201.4;125.2;267.4;167.5;296.7;37.4,71613.37,ssb_flat,100
delta,trino,syn_q11,58.0;183.7;49.1;74.6;164.2|177.7;299.9;36.6;290.3;200.8,87470.36,ssb_flat,100
delta,trino,syn_q11,76.8;39.3;59.7;32.5;175.9;152.4;98.9|147.4;215.2;99.0,80896.45,ssb_flat,100
delta,trino,syn_q11,160.0;58.0;190.4;28.0;141.0|178.0;278.5;224.1;247.9;243.9,48288.65,ssb_flat,100
delta,trino,syn_q11,118.8;59.0;23.9;56.9;119.0;47.5|70.5;257.4;66.1,90852.93,ssb_flat,100
delta,trino,syn_q11,73.9;104.3;102.9;97.6;108.7;100.5;79.6|114.7;172.1;30.9;251.7,91348.56,ssb_flat,100
delta,trino,syn_q11,27.0;58.8;123.2;121.1;51.8;164.7|288.4;199.2;241.8,55673.79,ssb_flat,100
delta,trino,syn_q11,92.1;103.4;34.8;48.1;125.3|256.4;43.3;261.1;19.6;31.7;74.9,70801.25,ssb_flat,100
delta,trino,syn_q11,73.5;109.9;10.0;63.8|129.7;82.8;189.4;229.9,85926.64,ssb_flat,100
delta,trino,syn_q11,198.6;124.7;26.5;174.2;109.7;84.8|235.4;273.2;82.5;143.5;185.6;100.4,65739.57,ssb_flat,100
delta,trino,syn_q11,118.4;27.0;196.4;101.4;110.8;185.2;82.5;126.5|143.9;77.0;141.1;293.6;179.4;124.4,96581.64,ssb_flat,100
delta,trino,syn_q11,162.2;154.7;97.0;92.1|205.6;26.6;157.6;122.2,142260.09,ssb_flat,100
delta,trino,syn_q11,93.4;40.1;60.7;79.0;197.0;29.7;170.4;132.7|275.4;138.7;66.7;232.8;151.8,55295.94,ssb_flat,100
delta,trino,syn_q11,32.5;139.4;68.6;127.5|206.0;69.6;244.4;221.7;256.5;11.3,46255.57,ssb_flat,100
delta,trino,syn_q11,90.6;74.7;106.6;140.7;174.8;140.5;89.8;21.9|205.3;147.5;283.1;155.3;296.0,76679.99,ssb_flat,100
delta,trino,syn_q12,40.2;112.0;93.8;17.5;95.2;83.1|234.1;189.5;222.2;199.0;194.0,35674.23,ssb_flat,100
delta,trino,syn_q12,152.7;103.8;144.2;181.0;144.6;182.9;67.5;194.6|151.2;48.9;21.5;198.6;61.8;94.7,58351.51,ssb_flat,100
delta,trino,syn_q12,13.9;168.2;142.8;177.7|257.8;15.4;205.2;243.1;183.5,74580.59,ssb_flat,100
delta,trino,syn_q12,193.6;37.5;161.7;162.8;36.1;62.5;92.1|266.8;136.7;245.1;296.7;181.9,100335.44,ssb_flat,100
delta,trino,syn_q12,122.8;102.2;170.4;153.0;191.2|178.5;102.5;63.7;171.1,60396.10,ssb_flat,100
delta,trino,syn_q12,162.9;42.2;186.3;119.5|198.0;291.4;191.7;235.3;143.2;198.8,39866.22,ssb_flat,100
delta,trino,syn_q12,14.1;178.1;150.1;17.5;44.3;176.5;76.9;183.7|32.9;188.1;116.5;78.2,84302.26,ssb_flat,100
delta,trino,syn_q12,147.8;139.5;122.7;138.1|102.4;100.6;145.6;26.5,57851.91,ssb_flat,100
delta,trino,syn_q12,164.9;196.8;199.4;10.6|118.7;219.7;170.0;234.6;96.3;91.9,48988.97,ssb_flat,100
delta,trino,syn_q12,125.8;160.6;85.9;158.6;96.7;105.9;143.8;88.8|78.9;281.0;245.4,58043.44,ssb_flat,100
delta,trino,syn_q12,78.1;126.1;166.4;115.0;150.6;62.8;42.5;181.0|107.6;66.9;255.4;64.8;20.0,66230.27,ssb_flat,100
delta,trino,syn_q12,126.3;76.7;28.3;88.6;135.3;77.3|17.5;129.1;99.5,58385.75,ssb_flat,100
delta,trino,syn_q12,137.8;195.7;163.3;91.5|229.3;222.9;12.8;257.5;222.9;83.0,36119.23,ssb_flat,100
delta,trino,syn_q12,55.1;177.8;182.1;36.7;59.6;89.8;143.4|261.8;287.8;298.0;67.6;287.2;206.7,91616.84,ssb_flat,100
delta,trino,syn_q12,130.3;113.5;36.6;25.2;22.0|112.5;259.6;205.7;225.1,102612.29,ssb_flat,100
delta,trino,syn_q13,26.5;19.2;81.9;107.5;42.1;164.6;83.4|283.4;188.7;59.1;291.8;185.2;295.6,101266.70,ssb_flat,100
delta,trino,syn_q13,153.2;139.2;161.3;133.5|34.2;287.6;190.3;104.0;242.0,116047.49,ssb_flat,100
delta,trino,syn_q13,136.8;61.9;171.5;195.3;53.3|262.0;167.9;167.9;45.2,82877.16,ssb_flat,100
delta,trino,syn_q13,150.8;60.9;90.0;22.9;35.7;168.2;184.5;103.9|184.7;237.7;193.2;186.9;244.0;36.4,53761.14,ssb_flat,100
delta,trino,syn_q13,40.4;162.0;24.6;50.9;105.2|62.3;11.7;54.5;178.2;115.5,127054.18,ssb_flat,100
delta,trino,syn_q13,23.9;47.0;164.6;85.0;154.4|206.9;94.4;11.4;170.5,59692.36,ssb_flat,100
delta,trino,syn_q13,41.9;18.6;56.4;114.4|150.3;20.1;42.6;190.5;185.3;270.3,63304.34,ssb_flat,100
delta,trino,syn_q13,28.6;156.9;102.3;70.8;181.8|12.3;11.7;40.5,77571.23,ssb_flat,100
delta,trino,syn_q13,131.4;152.8;25.0;98.0;175.1;170.2;177.9;166.0|282.3;256.5;163.6;84.6,111580.17,ssb_flat,100
delta,trino,syn_q13,159.0;107.0;157.8;31.6;183.5|92.6;152.9;136.3;43.4;144.9,90440.13,ssb_flat,100
delta,trino,syn_q13,180.6;141.1;95.9;35.3|164.6;64.0;19.6;83.8,79277.54,ssb_flat,100
delta,trino,syn_q13,128.4;134.8;149.2;108.7|92.1;216.9;196.0;61.8,80437.61,ssb_flat,100
delta,trino,syn_q13,41.9;82.3;139.4;14.8;173.6|61.6;212.4;168.5;50.3,70919.80,ssb_flat,100
delta,trino,syn_q13,45.5;95.7;40.4;38.0;175.1;178.0|73.9;38.6;145.5,82759.36,ssb_flat,100
delta,trino,syn_q13,147.9;41.5;191.4;151.6;41.8;83.4|39.4;229.7;126.3,32773.73,ssb_flat,100
delta,trino,syn_q14,100.2;72.0;67.5;126.4;68.6;94.9;164.5|114.5;39.1;250.2;156.1;217.0;199.7,63825.49,ssb_flat,100
delta,trino,syn_q14,47.0;158.1;160.8;21.3|60.1;166.6;273.1;101.0;94.7;191.3,54430.22,ssb_flat,100
delta,trino,syn_q14,93.3;19.6;139.2;166.6;189.2;43.2|177.2;256.8;167.9,53650.51,ssb_flat,100
delta,trino,syn_q14,108.9;160.4;131.6;85.1;187.3|124.0;32.6;68.7;14.8,82182.34,ssb_flat,100
delta,trino,syn_q14,65.8;18.0;99.1;151.4;193.8;38.9;156.2;54.8|213.3;127.5;186.5;159.5,101209.17,ssb_flat,100
delta,trino,syn_q14,158.7;136.8;63.4;25.3;27.2;163.3|83.7;199.1;74.5;299.2,57818.16,ssb_flat,100
delta,trino,syn_q14,53.5;28.1;145.5;141.0|129.5;232.9;135.1;295.6;291.6;162.0,80319.41,ssb_flat,100
delta,trino,syn_q14,169.0;68.1;65.1;10.5;130.8;96.2|54.2;269.6;112.1;231.5;40.2;10.5,37426.80,ssb_flat,100
delta,trino,syn_q14,110.1;25.2;82.7;196.7;88.8;18.3|63.0;122.9;11.8,58739.35,ssb_flat,100
delta,trino,syn_q14,122.3;131.1;94.0;126.4;73.7;107.1;130.5|273.6;218.5;268.5,69350.79,ssb_flat,100
delta,trino,syn_q14,181.3;62.7;193.2;89.1;129.0|102.6;146.5;279.7;256.0;52.8,53281.56,ssb_flat,100
delta,trino,syn_q14,91.8;20.6;43.8;139.8|270.1;234.5;175.9;110.5,52854.53,ssb_flat,100
delta,trino,syn_q14,171.0;12.7;24.5;22.9;185.8;140.5|188.8;118.7;59.0;201.8,57292.02,ssb_flat,100
delta,trino,syn_q14,198.2;131.4;152.3;169.7|138.9;83.2;108.5;279.7;200.5;235.1,76413.02,ssb_flat,100
delta,trino,syn_q14,155.2;58.4;119.2;70.2;58.5;164.0;42.4|94.9;229.9;61.6;11.7,66174.59,ssb_flat,100
delta,trino,syn_q15,75.7;83.3;13.0;128.0;137.4|133.4;45.1;143.1;102.7;179.4,39494.17,ssb_flat,100
delta,trino,syn_q15,41.3;162.3;70.0;27.2;177.1;159.4;171.0|204.5;294.8;204.7;98.2;153.5;216.4,54075.42,ssb_flat,100
delta,trino,syn_q15,141.2;163.2;79.3;150.9;74.4|51.2;161.3;262.4;284.2;19.6;141.5,61831.54,ssb_flat,100
delta,trino,syn_q15,76.3;161.5;171.9;87.7|140.0;28.8;47.3;41.0;122.6;80.3,123322.34,ssb_flat,100
delta,trino,syn_q15,158.5;167.3;44.8;174.4;108.9;73.4;95.5|42.4;293.8;220.3;59.5,82719.98,ssb_flat,100
delta,trino,syn_q15,52.3;29.7;55.9;175.5|209.7;174.2;250.4;163.5;163.9;19.7,46892.17,ssb_flat,100
delta,trino,syn_q15,59.6;185.1;48.8;173.5;157.9;155.0;186.5;90.4|67.7;124.5;107.4;130.0,80988.42,ssb_flat,100
delta,trino,syn_q15,100.2;80.6;187.5;117.2;95.3;56.3;183.7|94.3;245.2;102.4;226.1;195.3,44005.03,ssb_flat,100
delta,trino,syn_q15,101.5;135.2;77.2;12.3;17.4;72.4;166.8|17.5;166.8;102.8,96863.48,ssb_flat,100
delta,trino,syn_q15,110.4;38.7;75.1;105.7;153.7;159.0|23.5;16.2;93.6;43.1,60773.74,ssb_flat,100
delta,trino,syn_q15,26.3;21.3;98.7;190.5;154.9;120.2|127.8;14.0;204.6,68061.00,ssb_flat,100
delta,trino,syn_q15,155.6;166.2;26.3;130.7;129.6;194.1;27.0|14.8;89.9;202.4;113.3;22.2,104191.88,ssb_flat,100
delta,trino,syn_q15,73.8;67.2;190.3;115.2;36.2;129.0|127.8;268.6;190.7,47576.84,ssb_flat,100
delta,trino,syn_q15,186.1;83.0;125.3;68.5|106.3;198.2;224.3;257.2,46033.06,ssb_flat,100
delta,trino,syn_q15,189.6;184.9;52.8;134.5;50.1;51.3;65.6;36.6|98.3;104.3;157.9;225.7,58757.30,ssb_flat,100
delta,trino,syn_q16,190.9;196.9;139.2;132.8;58.2;51.2;190.0;65.1|171.7;70.3;149.7;265.4,79949.56,ssb_flat,100
delta,trino,syn_q16,178.5;110.7;67.0;56.0;146.7;55.9|25.6;80.7;246.7;222.0;263.5,93126.63,ssb_flat,100
delta,trino,syn_q16,160.2;139.9;25.1;96.3;48.8;24.2;40.1|285.1;105.7;67.4,51529.09,ssb_flat,100
delta,trino,syn_q16,94.3;125.2;62.8;170.0;130.4;138.4;143.6|210.4;51.6;286.7;218.4,80683.72,ssb_flat,100
delta,trino,syn_q16,121.9;55.7;106.9;136.5;118.2;61.0;123.0|258.0;290.6;138.3;156.9,64599.26,ssb_flat,100
